Timestamp, Temp, CPU_Usage
2024-05-12 23:44:30, 46.6, 25%
2024-05-12 23:45:00, 45.0, 33.3%
2024-05-12 23:45:30, 45.0, 50%
2024-05-12 23:46:00, 45.0, 25%
2024-05-12 23:46:30, 45.0, 25%
2024-05-12 23:47:00, 46.1, 0%
2024-05-12 23:47:30, 45.5, 33.3%
2024-05-12 23:48:00, 46.1, 25%
2024-05-12 23:48:30, 46.6, 33.3%
2024-05-12 23:49:00, 45.5, 50%
2024-05-12 23:49:30, 45.5, 33.3%
2024-05-12 23:50:00, 45.0, 33.3%
2024-05-12 23:50:30, 44.4, 50%
2024-05-12 23:51:00, 46.1, 25%
2024-05-12 23:51:30, 46.1, 0%
2024-05-12 23:52:00, 45.0, 0%
2024-05-12 23:52:30, 44.4, 33.3%
2024-05-12 23:53:00, 45.0, 33.3%
2024-05-12 23:53:30, 45.0, 25%
2024-05-12 23:54:00, 45.0, 33.3%
2024-05-12 23:54:30, 43.9, 0%
2024-05-12 23:55:00, 46.1, 33.3%
2024-05-12 23:55:30, 45.0, 0%
2024-05-12 23:56:00, 46.1, 33.3%
2024-05-12 23:56:30, 45.0, 33.3%
2024-05-12 23:57:00, 46.1, 33.3%
2024-05-12 23:57:30, 45.5, 33.3%
2024-05-12 23:58:00, 46.1, 50%
2024-05-12 23:58:30, 46.1, 0%
2024-05-12 23:59:00, 45.0, 33.3%
2024-05-12 23:59:30, 45.5, 33.3%
2024-05-13 00:00:00, 45.0, 40%
2024-05-13 00:00:30, 45.5, 33.3%
2024-05-13 00:01:00, 45.0, 0%
2024-05-13 00:01:30, 45.0, 25%
2024-05-13 00:02:00, 45.5, 25%
2024-05-13 00:02:30, 45.5, 50%
2024-05-13 00:03:00, 44.4, 25%
2024-05-13 00:03:30, 45.0, 33.3%
2024-05-13 00:04:00, 45.5, 33.3%
2024-05-13 00:04:30, 45.0, 33.3%
2024-05-13 00:05:00, 45.0, 25%
2024-05-13 00:05:30, 46.6, 50%
2024-05-13 00:06:00, 46.6, 50%
2024-05-13 00:06:30, 45.0, 33.3%
2024-05-13 00:07:00, 45.0, 33.3%
2024-05-13 00:07:30, 45.0, 33.3%
2024-05-13 00:08:00, 46.1, 33.3%
2024-05-13 00:08:30, 45.0, 50%
2024-05-13 00:09:00, 45.5, 0%
2024-05-13 00:10:00, 44.4, 33.3%
2024-05-13 00:10:30, 45.5, 0%
2024-05-13 00:11:00, 45.0, 33.3%
2024-05-13 00:11:30, 44.4, 25%
2024-05-13 00:12:00, 45.0, 33.3%
