Timestamp, Temp, CPU_Usage
2024-05-11 02:29:00, 50.5, 0%
2024-05-11 02:29:30, 51.6, 50%
2024-05-11 02:30:00, 49.9, 33.3%
2024-05-11 02:30:30, 49.9, 0%
2024-05-11 02:31:00, 49.9, 33.3%
2024-05-11 02:31:30, 49.4, 33.3%
2024-05-11 02:32:00, 49.9, 0%
2024-05-11 02:32:30, 49.4, 33.3%
2024-05-11 02:33:00, 50.5, 50%
2024-05-11 02:33:30, 50.5, 33.3%
2024-05-11 02:34:00, 51.0, 0%
2024-05-11 02:34:30, 49.9, 25%
2024-05-11 02:35:00, 49.9, 50%
2024-05-11 02:35:30, 49.4, 25%
2024-05-11 02:36:00, 51.0, 25%
2024-05-11 02:36:30, 49.9, 0%
2024-05-11 02:37:00, 49.9, 0%
2024-05-11 02:37:30, 49.4, 33.3%
2024-05-11 02:38:00, 50.5, 0%
2024-05-11 02:38:30, 51.0, 50%
2024-05-11 02:39:00, 51.6, 0%
2024-05-11 02:39:30, 51.0, 0%
2024-05-11 02:40:00, 49.4, 0%
2024-05-11 02:40:30, 49.9, 0%
2024-05-11 02:41:00, 50.5, 0%
2024-05-11 02:41:30, 49.4, 33.3%
2024-05-11 02:42:00, 49.4, 50%
2024-05-11 02:42:30, 51.0, 25%
2024-05-11 02:43:00, 49.4, 33.3%
2024-05-11 02:43:30, 49.4, 33.3%
2024-05-11 02:44:00, 48.8, 33.3%
2024-05-11 02:44:30, 49.9, 33.3%
2024-05-11 02:45:00, 50.5, 33.3%
2024-05-11 02:45:30, 49.4, 25%
2024-05-11 02:46:00, 49.4, 33.3%
2024-05-11 02:46:30, 49.4, 33.3%
2024-05-11 02:47:00, 51.0, 50%
2024-05-11 02:47:30, 49.9, 0%
2024-05-11 02:48:00, 49.9, 33.3%
2024-05-11 02:48:30, 49.4, 33.3%
2024-05-11 02:49:00, 49.9, 33.3%
2024-05-11 02:49:30, 49.9, 33.3%
2024-05-11 02:50:00, 49.9, 33.3%
2024-05-11 02:50:30, 49.9, 33.3%
2024-05-11 02:51:00, 49.9, 33.3%
2024-05-11 02:51:30, 49.9, 33.3%
2024-05-11 02:52:00, 51.0, 25%
2024-05-11 02:52:30, 49.4, 33.3%
2024-05-11 02:53:00, 49.9, 0%
2024-05-11 02:53:30, 51.6, 50%
2024-05-11 02:54:00, 50.5, 50%
2024-05-11 02:54:30, 49.4, 0%
2024-05-11 02:55:00, 51.0, 33.3%
2024-05-11 02:55:30, 50.5, 0%
2024-05-11 02:56:00, 49.9, 25%
2024-05-11 02:56:30, 49.9, 50%
2024-05-11 02:57:00, 49.9, 33.3%
2024-05-11 02:57:30, 49.9, 0%
2024-05-11 02:58:00, 49.4, 25%
2024-05-11 02:58:30, 50.5, 25%
2024-05-11 02:59:00, 49.9, 0%
2024-05-11 02:59:30, 51.0, 0%
2024-05-11 03:00:00, 51.0, 0%
2024-05-11 03:00:30, 49.9, 50%
2024-05-11 03:01:00, 51.0, 33.3%
2024-05-11 03:01:30, 50.5, 0%
2024-05-11 03:02:00, 50.5, 20%
2024-05-11 03:02:30, 51.0, 0%
2024-05-11 03:03:00, 49.9, 0%
2024-05-11 03:03:30, 50.5, 0%
2024-05-11 03:04:00, 49.4, 33.3%
2024-05-11 03:04:30, 48.8, 50%
2024-05-11 03:05:00, 50.5, 33.3%
2024-05-11 03:05:30, 49.9, 0%
2024-05-11 03:06:00, 50.5, 25%
2024-05-11 03:06:30, 49.9, 0%
2024-05-11 03:07:00, 49.9, 33.3%
2024-05-11 03:07:30, 49.9, 33.3%
