Month, Day, Time, Unit, Offset, Freq, Path_Delay
May,13,20:11:20,ptp4l[38300]:,-4184,-8472,26460
May,13,20:11:21,ptp4l[38300]:,-1287,-6830,24744
May,13,20:11:22,ptp4l[38300]:,-2115,-8044,24591
May,13,20:11:23,ptp4l[38300]:,700,-5864,22876
May,13,20:11:24,ptp4l[38300]:,-892,-7246,22876
May,13,20:11:25,ptp4l[38300]:,401,-6220,22431
May,13,20:11:26,ptp4l[38300]:,-564,-7065,22081
May,13,20:11:27,ptp4l[38300]:,-254,-6924,22081
May,13,20:11:28,ptp4l[38300]:,-162,-6908,21656
May,13,20:11:29,ptp4l[38300]:,-388,-7183,21544
May,13,20:11:30,ptp4l[38300]:,-440,-7351,21544
May,13,20:11:31,ptp4l[38300]:,-321,-7364,20695
May,13,20:11:32,ptp4l[38300]:,275,-6865,20695
May,13,20:11:33,ptp4l[38300]:,-538,-7595,20695
May,13,20:11:34,ptp4l[38300]:,1778,-5441,19887
May,13,20:11:35,ptp4l[38300]:,-245,-6930,19887
May,13,20:11:36,ptp4l[38300]:,-1179,-7938,20695
May,13,20:11:37,ptp4l[38300]:,-279,-7391,20695
May,13,20:11:38,ptp4l[38300]:,-404,-7600,20695
May,13,20:11:39,ptp4l[38300]:,341,-6976,20032
May,13,20:11:40,ptp4l[38300]:,-666,-7881,20032
May,13,20:11:41,ptp4l[38300]:,-1430,-8845,22087
May,13,20:11:42,ptp4l[38300]:,552,-7292,20988
May,13,20:11:43,ptp4l[38300]:,731,-6947,20988
May,13,20:11:44,ptp4l[38300]:,-353,-7812,21377
May,13,20:11:45,ptp4l[38300]:,853,-6712,21377
May,13,20:11:46,ptp4l[38300]:,487,-6822,21377
May,13,20:11:47,ptp4l[38300]:,-33,-7196,21177
May,13,20:11:49,ptp4l[38300]:,146,-7027,21177
May,13,20:11:50,ptp4l[38300]:,114,-7015,20636
May,13,20:11:51,ptp4l[38300]:,-637,-7732,20636
May,13,20:11:52,ptp4l[38300]:,1750,-5536,19775
May,13,20:11:53,ptp4l[38300]:,-145,-6906,19775
May,13,20:11:54,ptp4l[38300]:,-847,-7651,20271
May,13,20:11:55,ptp4l[38300]:,-1672,-8730,20289
May,13,20:11:56,ptp4l[38300]:,924,-6636,20289
May,13,20:11:57,ptp4l[38300]:,360,-6923,20289
May,13,20:11:58,ptp4l[38300]:,99,-7076,20291
May,13,20:12:00,ptp4l[38300]:,-794,-7939,21410
May,13,20:12:01,ptp4l[38300]:,-91,-7474,21410
May,13,20:12:02,ptp4l[38300]:,-292,-7703,21410
May,13,20:12:03,ptp4l[38300]:,1200,-6298,20750
May,13,20:12:04,ptp4l[38300]:,175,-6963,20750
May,13,20:12:05,ptp4l[38300]:,81,-7005,20750
May,13,20:12:06,ptp4l[38300]:,579,-6482,20396
May,13,20:12:07,ptp4l[38300]:,-185,-7073,20409
May,13,20:12:08,ptp4l[38300]:,-1389,-8332,21291
May,13,20:12:09,ptp4l[38300]:,-868,-8228,21291
May,13,20:12:11,ptp4l[38300]:,2004,-5616,20413
May,13,20:12:12,ptp4l[38300]:,683,-6336,20413
May,13,20:12:13,ptp4l[38300]:,-258,-7072,20413
May,13,20:12:14,ptp4l[38300]:,-849,-7741,20762
May,13,20:12:15,ptp4l[38300]:,54,-7092,20762
May,13,20:12:16,ptp4l[38300]:,-188,-7318,20762
May,13,20:12:17,ptp4l[38300]:,-2635,-9821,22085
May,13,20:12:18,ptp4l[38300]:,1250,-6727,21359
May,13,20:12:19,ptp4l[38300]:,-36,-7638,22385
May,13,20:12:20,ptp4l[38300]:,1206,-6407,22385
May,13,20:12:22,ptp4l[38300]:,-876,-8127,23269
May,13,20:12:23,ptp4l[38300]:,848,-6666,22960
May,13,20:12:24,ptp4l[38300]:,974,-6285,22960
May,13,20:12:25,ptp4l[38300]:,-772,-7739,22960
May,13,20:12:26,ptp4l[38300]:,260,-6939,22566
May,13,20:12:27,ptp4l[38300]:,473,-6648,22566
May,13,20:12:28,ptp4l[38300]:,-874,-7853,23047
May,13,20:12:29,ptp4l[38300]:,446,-6795,22566
May,13,20:12:30,ptp4l[38300]:,363,-6744,22285
May,13,20:12:31,ptp4l[38300]:,243,-6755,21866
May,13,20:12:33,ptp4l[38300]:,-186,-7111,21866
May,13,20:12:34,ptp4l[38300]:,-963,-7944,21866
May,13,20:12:35,ptp4l[38300]:,911,-6359,21311
May,13,20:12:36,ptp4l[38300]:,-438,-7435,21866
May,13,20:12:37,ptp4l[38300]:,157,-6971,21866
May,13,20:12:38,ptp4l[38300]:,439,-6642,21311
May,13,20:12:39,ptp4l[38300]:,66,-6883,21311
May,13,20:12:40,ptp4l[38300]:,-65,-6995,20925
May,13,20:12:41,ptp4l[38300]:,-548,-7497,21470
May,13,20:12:42,ptp4l[38300]:,-170,-7284,21470
May,13,20:12:44,ptp4l[38300]:,-92,-7257,21273
May,13,20:12:45,ptp4l[38300]:,-879,-8071,21273
May,13,20:12:46,ptp4l[38300]:,522,-6934,21273
May,13,20:12:47,ptp4l[38300]:,180,-7119,21996
May,13,20:12:48,ptp4l[38300]:,151,-7094,21996
May,13,20:12:49,ptp4l[38300]:,-444,-7644,21996
May,13,20:12:50,ptp4l[38300]:,265,-7068,21996
May,13,20:12:51,ptp4l[38300]:,-117,-7371,22235
May,13,20:12:52,ptp4l[38300]:,681,-6608,21819
May,13,20:12:53,ptp4l[38300]:,-958,-8042,22235
May,13,20:12:55,ptp4l[38300]:,1139,-6233,21881
May,13,20:12:56,ptp4l[38300]:,219,-6811,21881
May,13,20:12:57,ptp4l[38300]:,388,-6576,21403
May,13,20:12:58,ptp4l[38300]:,61,-6787,20954
May,13,20:12:59,ptp4l[38300]:,-1732,-8562,21819
May,13,20:13:00,ptp4l[38300]:,812,-6537,20954
May,13,20:13:01,ptp4l[38300]:,117,-6989,20954
May,13,20:13:02,ptp4l[38300]:,944,-6127,20275
May,13,20:13:03,ptp4l[38300]:,658,-6129,19744
May,13,20:13:04,ptp4l[38300]:,-1180,-7770,20275
May,13,20:13:06,ptp4l[38300]:,-3669,-10613,22223
