Month, Day, Time, Unit, Offset, Freq, Path_Delay
May,12,18:55:04,phc2sys[2018]:,32969140321,+0,45333
May,12,18:55:03,phc2sys[2018]:,98250,-13282,27225
May,12,18:55:04,phc2sys[2018]:,110659,+28602,27112
May,12,18:55:05,phc2sys[2018]:,84232,+35373,26999
May,12,18:55:06,phc2sys[2018]:,51764,+28175,46146
May,12,18:55:07,phc2sys[2018]:,21883,+13823,46110
May,12,18:55:08,phc2sys[2018]:,-7140,-8635,46573
May,12,18:55:09,phc2sys[2018]:,310,-3327,46205
May,12,18:55:10,phc2sys[2018]:,8433,+4889,45092
May,12,18:55:11,phc2sys[2018]:,8938,+7924,44685
May,12,18:55:12,phc2sys[2018]:,3698,+5365,45203
May,12,18:55:13,phc2sys[2018]:,191,+2967,45537
May,12,18:55:14,phc2sys[2018]:,2093,+4927,46092
May,12,18:55:15,phc2sys[2018]:,875,+4337,27000
May,12,18:55:16,phc2sys[2018]:,428,+4152,26981
May,12,18:55:17,phc2sys[2018]:,-420,+3433,26889
May,12,18:55:18,phc2sys[2018]:,-461,+3266,26963
May,12,18:55:19,phc2sys[2018]:,2172,+5760,27074
May,12,18:55:20,phc2sys[2018]:,174,+4414,46222
May,12,18:55:21,phc2sys[2018]:,-2287,+2005,45741
May,12,18:55:22,phc2sys[2018]:,-1786,+1820,46055
May,12,18:55:23,phc2sys[2018]:,-351,+2719,27000
May,12,18:55:24,phc2sys[2018]:,-1419,+1546,26926
May,12,18:55:25,phc2sys[2018]:,-14,+2525,27148
May,12,18:55:26,phc2sys[2018]:,832,+3367,27185
May,12,18:55:27,phc2sys[2018]:,758,+3543,27166
May,12,18:55:28,phc2sys[2018]:,-121,+2891,43555
May,12,18:55:29,phc2sys[2018]:,1462,+4438,37926
May,12,18:55:30,phc2sys[2018]:,-163,+3251,35518
May,12,18:55:31,phc2sys[2018]:,-37,+3328,38870
May,12,18:55:32,phc2sys[2018]:,-629,+2725,41500
May,12,18:55:33,phc2sys[2018]:,-37000000487,-100000000,44703
May,12,18:55:34,phc2sys[2018]:,-36908225014,-100000000,49744
May,12,18:55:35,phc2sys[2018]:,-36816790276,-100000000,50193
May,12,18:55:36,phc2sys[2018]:,-36724908736,-100000000,50865
