Month, Day, Time, Unit, Offset, Freq, Path_Delay
May,12,18:55:03,ptp4l[2017]:,-5950,-12526,-1202
May,12,18:55:04,ptp4l[2017]:,-259,-8620,-1202
May,12,18:55:05,ptp4l[2017]:,898,-7540,-1202
May,12,18:55:06,ptp4l[2017]:,2159,-6010,-1202
May,12,18:55:07,ptp4l[2017]:,-22030,-29551,20870
May,12,18:55:08,ptp4l[2017]:,304,-13826,20870
May,12,18:55:09,ptp4l[2017]:,7758,-6281,20112
May,12,18:55:10,ptp4l[2017]:,7565,-4147,20112
May,12,18:55:11,ptp4l[2017]:,1321,-8121,22595
May,12,18:55:12,ptp4l[2017]:,2358,-6688,22595
May,12,18:55:13,ptp4l[2017]:,888,-7450,23416
May,12,18:55:14,ptp4l[2017]:,943,-7129,23416
May,12,18:55:15,ptp4l[2017]:,1173,-6616,23416
May,12,18:55:16,ptp4l[2017]:,966,-6471,23416
May,12,18:55:17,ptp4l[2017]:,-1109,-8256,24418
May,12,18:55:18,ptp4l[2017]:,3167,-4313,21532
May,12,18:55:19,ptp4l[2017]:,1406,-5124,21532
May,12,18:55:20,ptp4l[2017]:,-2547,-8655,22491
May,12,18:55:21,ptp4l[2017]:,-1287,-8159,22491
May,12,18:55:22,ptp4l[2017]:,279,-6979,22491
May,12,18:55:23,ptp4l[2017]:,-1831,-9006,23844
May,12,18:55:24,ptp4l[2017]:,-13,-7737,23844
May,12,18:55:25,ptp4l[2017]:,666,-7062,23844
May,12,18:55:26,ptp4l[2017]:,371,-7157,23800
May,12,18:55:27,ptp4l[2017]:,501,-6916,23800
May,12,18:55:28,ptp4l[2017]:,893,-6373,23647
May,12,18:55:29,ptp4l[2017]:,-348,-7347,23647
May,12,18:55:30,ptp4l[2017]:,-4,-7107,23370
May,12,18:55:31,ptp4l[2017]:,318,-6786,23370
May,12,18:55:32,ptp4l[2017]:,-1006,-8015,24178
May,12,18:55:33,ptp4l[2017]:,-58,-7369,24178
May,12,18:55:34,ptp4l[2017]:,482,-6846,24488
May,12,18:55:35,ptp4l[2017]:,-543,-7726,24488
May,12,18:55:36,ptp4l[2017]:,175,-7171,24964
May,12,18:55:37,ptp4l[2017]:,-10,-7304,24964
May,12,18:55:38,ptp4l[2017]:,969,-6328,24964
May,12,18:55:39,ptp4l[2017]:,-1457,-8463,25883
May,12,18:55:41,ptp4l[2017]:,307,-7136,25883
May,12,18:55:42,ptp4l[2017]:,-47,-7398,25883
May,12,18:55:43,ptp4l[2017]:,298,-7067,24964
May,12,18:55:44,ptp4l[2017]:,2224,-5052,23932
May,12,18:55:45,ptp4l[2017]:,857,-5752,23387
May,12,18:55:46,ptp4l[2017]:,-574,-6925,23387
May,12,18:55:47,ptp4l[2017]:,-320,-6844,23387
May,12,18:55:48,ptp4l[2017]:,-949,-7569,23458
May,12,18:55:49,ptp4l[2017]:,-798,-7702,23458
May,12,18:55:50,ptp4l[2017]:,-198,-7342,23458
May,12,18:55:52,ptp4l[2017]:,701,-6502,23458
May,12,18:55:53,ptp4l[2017]:,-1043,-8036,24027
May,12,18:55:54,ptp4l[2017]:,-311,-7617,25320
May,12,18:55:55,ptp4l[2017]:,-1107,-8506,25438
May,12,18:55:56,ptp4l[2017]:,387,-7344,25438
May,12,18:55:57,ptp4l[2017]:,-1240,-8855,26851
May,12,18:55:58,ptp4l[2017]:,2576,-5411,25685
May,12,18:55:59,ptp4l[2017]:,100,-7114,25685
May,12,18:56:00,ptp4l[2017]:,-454,-7638,26851
May,12,18:56:01,ptp4l[2017]:,-76,-7396,26579
May,12,18:56:03,ptp4l[2017]:,107,-7236,26579
May,12,18:56:04,ptp4l[2017]:,834,-6477,25974
May,12,18:56:05,ptp4l[2017]:,1980,-5081,24318
May,12,18:56:06,ptp4l[2017]:,-408,-6875,24318
May,12,18:56:07,ptp4l[2017]:,-471,-7060,24318
May,12,18:56:08,ptp4l[2017]:,-1582,-8313,25276
May,12,18:56:09,ptp4l[2017]:,25,-7180,25276
May,12,18:56:10,ptp4l[2017]:,-236,-7434,25276
May,12,18:56:11,ptp4l[2017]:,797,-6472,25276
May,12,18:56:12,ptp4l[2017]:,-1484,-8513,25647
May,12,18:56:14,ptp4l[2017]:,1575,-5900,23965
May,12,18:56:15,ptp4l[2017]:,75,-6927,23965
May,12,18:56:16,ptp4l[2017]:,1190,-5790,23732
May,12,18:56:17,ptp4l[2017]:,-428,-7051,23732
May,12,18:56:18,ptp4l[2017]:,-1108,-7859,23732
May,12,18:56:19,ptp4l[2017]:,1,-7082,23732
May,12,18:56:20,ptp4l[2017]:,-878,-7961,23907
May,12,18:56:21,ptp4l[2017]:,-1402,-8749,26849
May,12,18:56:22,ptp4l[2017]:,206,-7561,25313
May,12,18:56:23,ptp4l[2017]:,494,-7211,25313
May,12,18:56:25,ptp4l[2017]:,206,-7351,25779
May,12,18:56:26,ptp4l[2017]:,-5,-7500,26255
May,12,18:56:27,ptp4l[2017]:,117,-7380,26255
May,12,18:56:28,ptp4l[2017]:,3028,-4434,23640
May,12,18:56:29,ptp4l[2017]:,795,-5758,23640
May,12,18:56:30,ptp4l[2017]:,-971,-7286,23640
May,12,18:56:31,ptp4l[2017]:,-875,-7481,23098
May,12,18:56:32,ptp4l[2017]:,-171,-7040,23098
May,12,18:56:33,ptp4l[2017]:,-775,-7695,24131
May,12,18:56:34,ptp4l[2017]:,-3157,-10309,25859
May,12,18:56:36,ptp4l[2017]:,1676,-6424,24314
May,12,18:56:37,ptp4l[2017]:,1167,-6430,24314
May,12,18:56:38,ptp4l[2017]:,779,-6468,24314
May,12,18:56:39,ptp4l[2017]:,-183,-7196,24314
May,12,18:56:40,ptp4l[2017]:,805,-6263,24314
May,12,18:56:41,ptp4l[2017]:,-1152,-7978,24314
May,12,18:56:42,ptp4l[2017]:,73,-7099,24314
May,12,18:56:43,ptp4l[2017]:,-1386,-8536,25379
May,12,18:56:44,ptp4l[2017]:,1776,-5790,24192
May,12,18:56:45,ptp4l[2017]:,-225,-7258,24192
May,12,18:56:47,ptp4l[2017]:,-193,-7294,24192
May,12,18:56:48,ptp4l[2017]:,194,-6964,24192
May,12,18:56:49,ptp4l[2017]:,9,-7091,23806
May,12,18:56:50,ptp4l[2017]:,-952,-8050,24993
May,12,18:56:51,ptp4l[2017]:,329,-7054,24993
May,12,18:56:52,ptp4l[2017]:,196,-7088,24605
May,12,18:56:53,ptp4l[2017]:,937,-6289,24605
May,12,18:56:54,ptp4l[2017]:,-903,-7848,24605
May,12,18:56:55,ptp4l[2017]:,-1294,-8509,24605
