Month, Day, Time, Unit, Offset, Freq, Path_Delay
May,12,23:48:36,phc2sys[38158]:,-20828086935,-100000000,45894
May,12,23:48:37,phc2sys[38187]:,16276668132,-100000000,41821
May,12,23:48:36,phc2sys[38187]:,-924459,-837624,26597
May,12,23:48:37,phc2sys[38187]:,-237393,-427895,26670
May,12,23:48:38,phc2sys[38187]:,280743,+19023,26715
May,12,23:48:39,phc2sys[38187]:,340207,+162710,26741
May,12,23:48:40,phc2sys[38187]:,202854,+127419,26625
May,12,23:48:41,phc2sys[38187]:,106355,+91776,44883
May,12,23:48:42,phc2sys[38187]:,39980,+57307,45181
May,12,23:48:43,phc2sys[38187]:,-1783,+27538,45331
May,12,23:48:44,phc2sys[38187]:,31958,+60745,45258
May,12,23:48:45,phc2sys[38187]:,156978,+195352,45127
May,12,23:48:46,phc2sys[38187]:,145757,+231224,44991
May,12,23:48:47,phc2sys[38187]:,-50968,+78226,44637
May,12,23:48:48,phc2sys[38187]:,-146740,-32836,45144
May,12,23:48:49,phc2sys[38187]:,-138480,-68598,45298
May,12,23:48:50,phc2sys[38187]:,-87470,-59132,44966
May,12,23:48:51,phc2sys[38187]:,-35126,-33029,45410
May,12,23:48:52,phc2sys[38187]:,-3024,-11465,45150
May,12,23:48:53,phc2sys[38187]:,11478,+2130,45168
May,12,23:48:54,phc2sys[38187]:,14575,+8670,45148
May,12,23:48:55,phc2sys[38187]:,9655,+8123,44944
May,12,23:48:56,phc2sys[38187]:,5283,+6647,45000
May,12,23:48:57,phc2sys[38187]:,2382,+5331,45425
May,12,23:48:58,phc2sys[38187]:,467,+4131,45500
May,12,23:48:59,phc2sys[38187]:,-451,+3353,45741
May,12,23:49:00,phc2sys[38187]:,-1210,+2459,37593
May,12,23:49:01,phc2sys[38187]:,-2175,+1131,44777
May,12,23:49:02,phc2sys[38187]:,-1195,+1458,45371
May,12,23:49:03,phc2sys[38187]:,1474,+3769,45463
May,12,23:49:04,phc2sys[38187]:,3339,+6076,45296
May,12,23:49:05,phc2sys[38187]:,341,+4080,45204
May,12,23:49:06,phc2sys[38187]:,-700,+3141,26833
May,12,23:49:07,phc2sys[38187]:,110,+3741,25889
May,12,23:49:08,phc2sys[38187]:,871,+4535,26852
May,12,23:49:09,phc2sys[38187]:,418,+4343,26648
May,12,23:49:10,phc2sys[38187]:,194,+4245,26760
May,12,23:49:11,phc2sys[38187]:,394,+4503,45074
May,12,23:49:12,phc2sys[38187]:,1319,+5546,38167
May,12,23:49:13,phc2sys[38187]:,-903,+3720,37981
May,12,23:49:14,phc2sys[38187]:,-2615,+1737,38111
May,12,23:49:15,phc2sys[38187]:,-1351,+2216,37500
May,12,23:49:16,phc2sys[38187]:,526,+3688,45037
May,12,23:49:17,phc2sys[38187]:,512,+3832,43463
May,12,23:49:18,phc2sys[38187]:,123,+3596,45000
May,12,23:49:19,phc2sys[38187]:,423,+3933,45240
May,12,23:49:20,phc2sys[38187]:,961,+4598,45426
May,12,23:49:21,phc2sys[38187]:,-437,+3489,44130
May,12,23:49:22,phc2sys[38187]:,1334,+5128,45148
May,12,23:49:23,phc2sys[38187]:,-37000000914,-100000000,45036
May,12,23:49:24,phc2sys[38187]:,-36905381984,-100000000,29374
May,12,23:49:25,phc2sys[38187]:,-36810510724,-100000000,29333
May,12,23:49:26,phc2sys[38187]:,-36716870032,-100000000,29415
May,12,23:49:27,phc2sys[38187]:,-36618598356,-100000000,26298
May,12,23:49:28,phc2sys[38187]:,-36521245409,-100000000,26563
May,12,23:49:30,phc2sys[38187]:,-36425327599,-100000000,41352
May,12,23:49:31,phc2sys[38187]:,-36327792160,-100000000,50050
May,12,23:49:32,phc2sys[38187]:,-36235099286,-100000000,48910
