Month, Day, Time, Unit, Offset, Freq, Path_Delay
May,13,20:11:21,phc2sys[38301]:,37000001175,+3714,27000
May,13,20:11:20,phc2sys[38301]:,-18238,-3164,41629
May,13,20:11:21,phc2sys[38301]:,-13288,-3686,47092
May,13,20:11:22,phc2sys[38301]:,-6563,-947,27074
May,13,20:11:23,phc2sys[38301]:,-2323,+1324,26908
May,13,20:11:24,phc2sys[38301]:,-473,+2477,27111
May,13,20:11:25,phc2sys[38301]:,1292,+4100,27111
May,13,20:11:26,phc2sys[38301]:,866,+4062,26925
May,13,20:11:27,phc2sys[38301]:,624,+4080,41685
May,13,20:11:28,phc2sys[38301]:,-131,+3512,41500
May,13,20:11:29,phc2sys[38301]:,-130,+3473,47074
May,13,20:11:30,phc2sys[38301]:,-15,+3549,46667
May,13,20:11:31,phc2sys[38301]:,50,+3610,27000
May,13,20:11:32,phc2sys[38301]:,-393,+3182,27130
May,13,20:11:33,phc2sys[38301]:,-256,+3201,27019
May,13,20:11:34,phc2sys[38301]:,-8,+3372,26981
May,13,20:11:35,phc2sys[38301]:,264,+3642,26982
May,13,20:11:36,phc2sys[38301]:,653,+4110,47166
May,13,20:11:37,phc2sys[38301]:,-240,+3413,46778
May,13,20:11:38,phc2sys[38301]:,-896,+2685,47796
May,13,20:11:39,phc2sys[38301]:,-368,+2944,47333
May,13,20:11:40,phc2sys[38301]:,-162,+3040,46982
May,13,20:11:41,phc2sys[38301]:,148,+3301,47463
May,13,20:11:42,phc2sys[38301]:,-677,+2521,47722
May,13,20:11:43,phc2sys[38301]:,-1013,+1981,46500
May,13,20:11:44,phc2sys[38301]:,381,+3072,48148
May,13,20:11:45,phc2sys[38301]:,537,+3342,46482
May,13,20:11:46,phc2sys[38301]:,-36999999601,-100000000,48037
May,13,20:11:47,phc2sys[38301]:,-36899792293,-100000000,51944
May,13,20:11:48,phc2sys[38301]:,-36799578249,-100000000,52922
May,13,20:11:49,phc2sys[38301]:,-36699265426,-100000000,45487
May,13,20:11:50,phc2sys[38301]:,-36598873375,-100000000,45487
May,13,20:11:51,phc2sys[38301]:,-36498624342,-100000000,51822
May,13,20:11:52,phc2sys[38301]:,-36398314203,-100000000,45833
May,13,20:11:53,phc2sys[38301]:,-36297889596,-100000000,52229
May,13,20:11:55,phc2sys[38301]:,-36197746764,-100000000,51985
May,13,20:11:56,phc2sys[38301]:,-36097241046,-100000000,51150
May,13,20:11:57,phc2sys[38301]:,-35997100127,-100000000,52006
May,13,20:11:58,phc2sys[38301]:,-35896776332,-100000000,52616
May,13,20:11:59,phc2sys[38301]:,-35796451747,-100000000,51232
May,13,20:12:00,phc2sys[38301]:,-35696009958,-100000000,51944
May,13,20:12:01,phc2sys[38301]:,-35595838806,-100000000,29598
May,13,20:12:02,phc2sys[38301]:,-35495654168,-100000000,29863
May,13,20:12:03,phc2sys[38301]:,-35395465901,-100000000,30148
May,13,20:12:04,phc2sys[38301]:,-35295238234,-100000000,29802
May,13,20:12:06,phc2sys[38301]:,-35194980032,-100000000,29639
May,13,20:12:07,phc2sys[38301]:,-35094795817,-100000000,52230
May,13,20:12:08,phc2sys[38301]:,-34994538582,-100000000,51781
May,13,20:12:09,phc2sys[38301]:,-34894164506,-100000000,46078
May,13,20:12:10,phc2sys[38301]:,-34793930373,-100000000,52168
May,13,20:12:11,phc2sys[38301]:,-34693606758,-100000000,52189
May,13,20:12:12,phc2sys[38301]:,-34593162795,-100000000,52352
May,13,20:12:13,phc2sys[38301]:,-34492839017,-100000000,52515
May,13,20:12:14,phc2sys[38301]:,-34392635873,-100000000,52576
May,13,20:12:15,phc2sys[38301]:,-34292098061,-100000000,45752
