Month, Day, Time, Unit, Offset, Freq, Path_Delay
May,13,15:55:23,ptp4l[1998]:,530,-7009,22767
May,13,15:55:23,ptp4l[2621]:,2123,-5905,15191
May,13,15:55:24,ptp4l[2621]:,803,-6588,15059
May,13,15:55:25,ptp4l[2621]:,170,-6980,15059
May,13,15:55:26,ptp4l[2621]:,-363,-7462,15059
May,13,15:55:27,ptp4l[2621]:,260,-6948,15059
May,13,15:55:28,ptp4l[2621]:,-5059,-12189,19570
May,13,15:55:29,ptp4l[2621]:,-722,-9370,20163
May,13,15:55:30,ptp4l[2621]:,1210,-7654,20163
May,13,15:55:31,ptp4l[2621]:,1908,-6593,20163
May,13,15:55:32,ptp4l[2621]:,1079,-6850,20394
May,13,15:55:33,ptp4l[2621]:,541,-7064,20394
May,13,15:55:34,ptp4l[2621]:,-889,-8332,21385
May,13,15:55:35,ptp4l[2621]:,422,-7288,21602
May,13,15:55:36,ptp4l[2621]:,295,-7288,21602
May,13,15:55:37,ptp4l[2621]:,51,-7444,21602
May,13,15:55:38,ptp4l[2621]:,927,-6552,21602
May,13,15:55:39,ptp4l[2621]:,196,-7005,21602
May,13,15:55:40,ptp4l[2621]:,-372,-7514,21602
May,13,15:55:41,ptp4l[2621]:,625,-6629,21602
May,13,15:55:42,ptp4l[2621]:,-1999,-9065,22414
May,13,15:55:43,ptp4l[2621]:,1021,-6645,22414
May,13,15:55:44,ptp4l[2621]:,-355,-7715,22051
May,13,15:55:45,ptp4l[2621]:,1241,-6225,22051
May,13,15:55:46,ptp4l[2621]:,-23,-7117,22482
May,13,15:55:47,ptp4l[2621]:,-96,-7197,22482
May,13,15:55:48,ptp4l[2621]:,851,-6279,21070
May,13,15:55:49,ptp4l[2621]:,-1196,-8070,22607
May,13,15:55:50,ptp4l[2621]:,1202,-6031,20973
May,13,15:55:51,ptp4l[2621]:,394,-6479,20973
May,13,15:55:52,ptp4l[2621]:,-1305,-8059,22185
May,13,15:55:53,ptp4l[2621]:,-602,-7748,20973
May,13,15:55:54,ptp4l[2621]:,858,-6469,20973
May,13,15:55:55,ptp4l[2621]:,-165,-7234,21064
May,13,15:55:56,ptp4l[2621]:,-140,-7259,21064
May,13,15:55:57,ptp4l[2621]:,-20,-7181,21064
May,13,15:55:58,ptp4l[2621]:,184,-6983,21064
May,13,15:56:00,ptp4l[2621]:,-192,-7303,21064
May,13,15:56:01,ptp4l[2621]:,-739,-7908,20978
May,13,15:56:02,ptp4l[2621]:,604,-6787,20978
May,13,15:56:03,ptp4l[2621]:,539,-6671,20978
May,13,15:56:04,ptp4l[2621]:,-1386,-8434,21906
May,13,15:56:05,ptp4l[2621]:,279,-7185,21906
May,13,15:56:06,ptp4l[2621]:,406,-6974,21906
May,13,15:56:07,ptp4l[2621]:,67,-7191,21906
May,13,15:56:08,ptp4l[2621]:,777,-6461,21019
May,13,15:56:09,ptp4l[2621]:,42,-6963,21019
May,13,15:56:11,ptp4l[2621]:,-75,-7067,21019
May,13,15:56:12,ptp4l[2621]:,-1075,-8090,21329
May,13,15:56:13,ptp4l[2621]:,400,-6937,21329
May,13,15:56:14,ptp4l[2621]:,-92,-7309,21552
May,13,15:56:15,ptp4l[2621]:,188,-7057,21552
May,13,15:56:16,ptp4l[2621]:,-375,-7564,21522
May,13,15:56:17,ptp4l[2621]:,542,-6759,21522
May,13,15:56:18,ptp4l[2621]:,-422,-7560,21924
May,13,15:56:19,ptp4l[2621]:,-1164,-8429,23551
May,13,15:56:20,ptp4l[2621]:,1626,-5988,21924
May,13,15:56:22,ptp4l[2621]:,222,-6904,21924
May,13,15:56:23,ptp4l[2621]:,1304,-5756,20290
May,13,15:56:24,ptp4l[2621]:,129,-6540,20290
May,13,15:56:25,ptp4l[2621]:,-9,-6639,19986
May,13,15:56:26,ptp4l[2621]:,-175,-6808,19986
May,13,15:56:27,ptp4l[2621]:,-564,-7249,19986
May,13,15:56:28,ptp4l[2621]:,-1080,-7934,20760
May,13,15:56:29,ptp4l[2621]:,-1710,-8888,21977
May,13,15:56:30,ptp4l[2621]:,590,-7101,21105
May,13,15:56:31,ptp4l[2621]:,917,-6597,21105
May,13,15:56:33,ptp4l[2621]:,-564,-7803,22370
May,13,15:56:34,ptp4l[2621]:,1233,-6175,21105
May,13,15:56:35,ptp4l[2621]:,501,-6538,21105
May,13,15:56:36,ptp4l[2621]:,-108,-6996,21105
May,13,15:56:37,ptp4l[2621]:,-72,-6993,20947
May,13,15:56:38,ptp4l[2621]:,1307,-5635,19677
May,13,15:56:39,ptp4l[2621]:,-987,-7537,19970
May,13,15:56:40,ptp4l[2621]:,-195,-7041,19970
May,13,15:56:41,ptp4l[2621]:,-866,-7771,20330
May,13,15:56:42,ptp4l[2621]:,-1088,-8253,20684
May,13,15:56:44,ptp4l[2621]:,589,-6902,20684
May,13,15:56:45,ptp4l[2621]:,-141,-7455,20684
May,13,15:56:46,ptp4l[2621]:,4993,-2364,20684
May,13,15:56:47,ptp4l[2621]:,-3793,-9652,20684
May,13,15:56:48,ptp4l[2621]:,-1948,-8945,20684
May,13,15:56:49,ptp4l[2621]:,-202,-7783,20684
May,13,15:56:50,ptp4l[2621]:,-716,-8358,21418
May,13,15:56:51,ptp4l[2621]:,763,-7093,21418
May,13,15:56:52,ptp4l[2621]:,888,-6739,21418
May,13,15:56:53,ptp4l[2621]:,492,-6869,21419
May,13,15:56:55,ptp4l[2621]:,256,-6957,21419
May,13,15:56:56,ptp4l[2621]:,859,-6278,21374
May,13,15:56:57,ptp4l[2621]:,-2621,-9500,22909
May,13,15:56:58,ptp4l[2621]:,26,-7639,22909
May,13,15:56:59,ptp4l[2621]:,1984,-5673,21374
May,13,15:57:00,ptp4l[2621]:,-2108,-9170,22556
May,13,15:57:01,ptp4l[2621]:,1498,-6197,22556
May,13,15:57:02,ptp4l[2621]:,1358,-5887,21469
May,13,15:57:03,ptp4l[2621]:,71,-6767,21469
May,13,15:57:04,ptp4l[2621]:,-2004,-8821,23004
May,13,15:57:06,ptp4l[2621]:,1248,-6170,21469
May,13,15:57:07,ptp4l[2621]:,-28,-7071,21751
May,13,15:57:08,ptp4l[2621]:,513,-6539,20799
May,13,15:57:09,ptp4l[2621]:,-239,-7137,20799
May,13,15:57:10,ptp4l[2621]:,-364,-7334,20884
May,13,15:57:11,ptp4l[2621]:,-529,-7608,20884
May,13,15:57:12,ptp4l[2621]:,66,-7171,20884
May,13,15:57:13,ptp4l[2621]:,-173,-7391,20884
May,13,15:57:14,ptp4l[2621]:,122,-7148,21137
May,13,15:57:15,ptp4l[2621]:,5,-7228,21137
May,13,15:57:17,ptp4l[2621]:,-92,-7323,21137
May,13,15:57:18,ptp4l[2621]:,-1749,-9008,22534
May,13,15:57:19,ptp4l[2621]:,369,-7415,22534
May,13,15:57:20,ptp4l[2621]:,1445,-6228,21320
May,13,15:57:21,ptp4l[2621]:,1670,-5570,20395
May,13,15:57:22,ptp4l[2621]:,-1500,-8239,21814
May,13,15:57:23,ptp4l[2621]:,1116,-6073,20347
May,13,15:57:24,ptp4l[2621]:,-433,-7287,20401
May,13,15:57:25,ptp4l[2621]:,-881,-7865,21499
May,13,15:57:26,ptp4l[2621]:,-244,-7492,21499
May,13,15:57:28,ptp4l[2621]:,848,-6473,20401
May,13,15:57:29,ptp4l[2621]:,-252,-7319,20898
May,13,15:57:30,ptp4l[2621]:,-1071,-8213,21100
May,13,15:57:31,ptp4l[2621]:,498,-6966,20556
May,13,15:57:32,ptp4l[2621]:,-414,-7728,21100
May,13,15:57:33,ptp4l[2621]:,-424,-7862,21100
May,13,15:57:34,ptp4l[2621]:,4857,-2709,21100
May,13,15:57:35,ptp4l[2621]:,-3859,-9968,21100
May,13,15:57:36,ptp4l[2621]:,-2591,-9857,22144
May,13,15:57:37,ptp4l[2621]:,1870,-6174,21100
May,13,15:57:39,ptp4l[2621]:,-248,-7731,21898
May,13,15:57:40,ptp4l[2621]:,1,-7556,22569
May,13,15:57:41,ptp4l[2621]:,-307,-7864,22455
May,13,15:57:42,ptp4l[2621]:,809,-6840,22455
May,13,15:57:43,ptp4l[2621]:,518,-6888,22671
May,13,15:57:44,ptp4l[2621]:,229,-7022,22671
May,13,15:57:45,ptp4l[2621]:,1148,-6034,22671
May,13,15:57:46,ptp4l[2621]:,-899,-7737,22455
May,13,15:57:47,ptp4l[2621]:,-215,-7322,22455
May,13,15:57:48,ptp4l[2621]:,1246,-5926,21526
May,13,15:57:50,ptp4l[2621]:,535,-6263,20471
May,13,15:57:51,ptp4l[2621]:,-1174,-7811,21501
May,13,15:57:52,ptp4l[2621]:,1036,-5954,20411
May,13,15:57:53,ptp4l[2621]:,-537,-7216,20411
May,13,15:57:54,ptp4l[2621]:,-969,-7809,20411
May,13,15:57:55,ptp4l[2621]:,214,-6917,20310
May,13,15:57:56,ptp4l[2621]:,163,-6903,20310
