Month, Day, Time, Unit, Offset, Freq, Path_Delay
May,11,23:35:18,ptp4l[4884]:,-402,-8093,24890
May,11,23:35:18,ptp4l[5118]:,2018,-10995,9571
May,11,23:35:19,ptp4l[5118]:,6029,-6379,9571
May,11,23:35:20,ptp4l[5118]:,-5184,-15783,19338
May,11,23:35:21,ptp4l[5118]:,2064,-10090,21273
May,11,23:35:22,ptp4l[5118]:,3768,-7767,22281
May,11,23:35:23,ptp4l[5118]:,3673,-6732,23508
May,11,23:35:24,ptp4l[5118]:,1634,-7669,24599
May,11,23:35:25,ptp4l[5118]:,2161,-6652,24599
May,11,23:35:26,ptp4l[5118]:,2164,-6000,23551
May,11,23:35:27,ptp4l[5118]:,934,-6581,23551
May,11,23:35:28,ptp4l[5118]:,157,-7078,24599
May,11,23:35:29,ptp4l[5118]:,-945,-8133,24599
May,11,23:35:30,ptp4l[5118]:,80,-7391,24599
May,11,23:35:31,ptp4l[5118]:,-1475,-8922,26446
May,11,23:35:32,ptp4l[5118]:,212,-7678,26446
May,11,23:35:33,ptp4l[5118]:,1629,-6197,25618
May,11,23:35:34,ptp4l[5118]:,699,-6639,25279
May,11,23:35:35,ptp4l[5118]:,3198,-3930,22205
May,11,23:35:36,ptp4l[5118]:,564,-5604,21768
May,11,23:35:37,ptp4l[5118]:,-1670,-7669,21768
May,11,23:35:38,ptp4l[5118]:,-934,-7434,22106
May,11,23:35:39,ptp4l[5118]:,-1532,-8312,22106
May,11,23:35:40,ptp4l[5118]:,-664,-7904,22542
May,11,23:35:41,ptp4l[5118]:,-570,-8009,22970
May,11,23:35:42,ptp4l[5118]:,-126,-7736,23587
May,11,23:35:43,ptp4l[5118]:,877,-6771,22970
May,11,23:35:44,ptp4l[5118]:,1021,-6364,22970
May,11,23:35:45,ptp4l[5118]:,-1644,-8723,23587
May,11,23:35:46,ptp4l[5118]:,254,-7318,23824
May,11,23:35:47,ptp4l[5118]:,-329,-7825,24043
May,11,23:35:48,ptp4l[5118]:,224,-7370,24616
May,11,23:35:49,ptp4l[5118]:,63,-7464,24279
May,11,23:35:50,ptp4l[5118]:,231,-7277,24279
May,11,23:35:51,ptp4l[5118]:,220,-7219,24588
May,11,23:35:52,ptp4l[5118]:,693,-6680,23768
May,11,23:35:53,ptp4l[5118]:,120,-7045,23768
May,11,23:35:55,ptp4l[5118]:,-1780,-8909,24588
May,11,23:35:56,ptp4l[5118]:,3485,-4178,22397
May,11,23:35:57,ptp4l[5118]:,1224,-5394,22397
May,11,23:35:58,ptp4l[5118]:,-2297,-8547,23768
May,11,23:35:59,ptp4l[5118]:,-1100,-8039,23768
May,11,23:36:00,ptp4l[5118]:,-206,-7475,23768
May,11,23:36:01,ptp4l[5118]:,-27,-7358,24270
May,11,23:36:02,ptp4l[5118]:,-753,-8092,24763
May,11,23:36:03,ptp4l[5118]:,118,-7447,24763
May,11,23:36:04,ptp4l[5118]:,467,-7063,24763
May,11,23:36:06,ptp4l[5118]:,99,-7291,24584
May,11,23:36:07,ptp4l[5118]:,211,-7149,24584
May,11,23:36:08,ptp4l[5118]:,592,-6705,24584
May,11,23:36:09,ptp4l[5118]:,648,-6471,23776
May,11,23:36:10,ptp4l[5118]:,-119,-7044,23776
May,11,23:36:11,ptp4l[5118]:,3,-6957,23047
May,11,23:36:12,ptp4l[5118]:,65,-6895,23047
May,11,23:36:13,ptp4l[5118]:,-927,-7867,23597
May,11,23:36:14,ptp4l[5118]:,159,-7059,23597
May,11,23:36:15,ptp4l[5118]:,-197,-7367,23597
May,11,23:36:17,ptp4l[5118]:,-845,-8075,24442
May,11,23:36:18,ptp4l[5118]:,-210,-7693,24442
May,11,23:36:19,ptp4l[5118]:,505,-7041,24442
May,11,23:36:20,ptp4l[5118]:,-233,-7628,24442
May,11,23:36:21,ptp4l[5118]:,461,-7003,24538
May,11,23:36:22,ptp4l[5118]:,104,-7222,24538
May,11,23:36:23,ptp4l[5118]:,-199,-7494,24977
May,11,23:36:24,ptp4l[5118]:,-283,-7638,24538
May,11,23:36:25,ptp4l[5118]:,988,-6452,24538
May,11,23:36:26,ptp4l[5118]:,238,-6905,24187
May,11,23:36:28,ptp4l[5118]:,274,-6798,24187
May,11,23:36:29,ptp4l[5118]:,1175,-5815,24187
May,11,23:36:30,ptp4l[5118]:,-1630,-8267,24187
May,11,23:36:31,ptp4l[5118]:,-981,-8107,24116
May,11,23:36:32,ptp4l[5118]:,587,-6833,23803
May,11,23:36:33,ptp4l[5118]:,-256,-7500,23803
May,11,23:36:34,ptp4l[5118]:,891,-6430,23803
May,11,23:36:35,ptp4l[5118]:,726,-6328,22248
May,11,23:36:36,ptp4l[5118]:,-640,-7476,23582
May,11,23:36:37,ptp4l[5118]:,-583,-7611,23582
May,11,23:36:39,ptp4l[5118]:,210,-6993,24264
May,11,23:36:40,ptp4l[5118]:,-915,-8055,24264
May,11,23:36:41,ptp4l[5118]:,210,-7204,24264
May,11,23:36:42,ptp4l[5118]:,-405,-7756,24410
May,11,23:36:43,ptp4l[5118]:,1049,-6424,24410
May,11,23:36:44,ptp4l[5118]:,-563,-7721,24410
May,11,23:36:45,ptp4l[5118]:,132,-7195,24228
May,11,23:36:46,ptp4l[5118]:,-203,-7490,24228
May,11,23:36:47,ptp4l[5118]:,238,-7110,24228
May,11,23:36:48,ptp4l[5118]:,110,-7167,24228
May,11,23:36:50,ptp4l[5118]:,587,-6657,24228
May,11,23:36:51,ptp4l[5118]:,-1492,-8560,25016
May,11,23:36:52,ptp4l[5118]:,-311,-7826,25016
May,11,23:36:53,ptp4l[5118]:,354,-7255,25016
May,11,23:36:54,ptp4l[5118]:,41,-7462,25016
May,11,23:36:55,ptp4l[5118]:,583,-6907,25016
May,11,23:36:56,ptp4l[5118]:,4652,-2663,21185
May,11,23:36:57,ptp4l[5118]:,-409,-6329,21477
May,11,23:36:58,ptp4l[5118]:,-1329,-7371,21477
May,11,23:36:59,ptp4l[5118]:,-1622,-8063,21477
May,11,23:37:01,ptp4l[5118]:,-38,-6966,20756
May,11,23:37:02,ptp4l[5118]:,-788,-7727,21296
May,11,23:37:03,ptp4l[5118]:,141,-7035,21296
May,11,23:37:04,ptp4l[5118]:,-1260,-8393,21726
May,11,23:37:05,ptp4l[5118]:,1605,-5906,21296
May,11,23:37:06,ptp4l[5118]:,-1288,-8318,21296
May,11,23:37:07,ptp4l[5118]:,562,-6854,20756
May,11,23:37:08,ptp4l[5118]:,315,-6933,20672
May,11,23:37:09,ptp4l[5118]:,-295,-7448,21296
May,11,23:37:10,ptp4l[5118]:,-209,-7451,20997
May,11,23:37:12,ptp4l[5118]:,834,-6470,20602
