Month, Day, Time, Unit, Offset, Freq, Path_Delay
May,13,15:55:23,phc2sys[2004]:,5,+3423,46574
May,13,15:55:23,phc2sys[2004]:,383,+3803,27204
May,13,15:55:24,phc2sys[2622]:,37000000580,+3802,26777
May,13,15:55:23,phc2sys[2622]:,21306,+17674,26740
May,13,15:55:24,phc2sys[2622]:,7831,+10590,26944
May,13,15:55:25,phc2sys[2622]:,1112,+6221,26981
May,13,15:55:26,phc2sys[2622]:,-1823,+3619,26944
May,13,15:55:27,phc2sys[2622]:,-1810,+3085,26815
May,13,15:55:28,phc2sys[2622]:,-5749,-1397,47463
May,13,15:55:29,phc2sys[2622]:,-3484,-856,46926
May,13,15:55:30,phc2sys[2622]:,436,+2019,26926
May,13,15:55:31,phc2sys[2622]:,2403,+4116,26944
May,13,15:55:32,phc2sys[2622]:,2103,+4537,27000
May,13,15:55:33,phc2sys[2622]:,1208,+4273,27018
May,13,15:55:34,phc2sys[2622]:,-474,+2954,26834
May,13,15:55:35,phc2sys[2622]:,-732,+2553,47722
May,13,15:55:36,phc2sys[2622]:,435,+3501,41259
May,13,15:55:38,phc2sys[2622]:,260,+3456,37944
May,13,15:55:39,phc2sys[2622]:,526,+3800,47315
May,13,15:55:40,phc2sys[2622]:,502,+3934,37888
May,13,15:55:41,phc2sys[2622]:,-183,+3400,26907
May,13,15:55:42,phc2sys[2622]:,500,+4028,26888
May,13,15:55:43,phc2sys[2622]:,-1708,+1970,27074
May,13,15:55:44,phc2sys[2622]:,3,+3168,26963
May,13,15:55:45,phc2sys[2622]:,-66,+3100,26814
May,13,15:55:46,phc2sys[2622]:,592,+3738,46593
May,13,15:55:47,phc2sys[2622]:,511,+3835,46833
May,13,15:55:48,phc2sys[2622]:,-1,+3476,47518
May,13,15:55:49,phc2sys[2622]:,855,+4332,46333
May,13,15:55:50,phc2sys[2622]:,-37000000970,-100000000,48426
May,13,15:55:51,phc2sys[2622]:,-36899918687,-100000000,45141
May,13,15:55:52,phc2sys[2622]:,-36799554875,-100000000,51904
