Timestamp, Offset, Jitter, Last Offset, RMS Offset, Root Delay, Root Dispersion, Sources Last Offset, Sources RMS, Sources Error
, +0ns, 4000ms, +0.000000000, 0.000000000, 1.000000000, 1.000000000, +0ns[, +0ns], 0ns
, +0ns, 4000ms, +0.000000000, 0.000000000, 1.000000000, 1.000000000, +0ns[, +0ns], 0ns
, +0ns, 4000ms, +0.000000000, 0.000000000, 1.000000000, 1.000000000, +0ns[, +0ns], 0ns
, +0ns, 4000ms, +0.000000000, 0.000000000, 1.000000000, 1.000000000, +0ns[, +0ns], 0ns
2024-05-12 09:46:00, +0ns, 4000ms, -0.002073856, 0.002073856, 0.087399505, 0.001127213, +0ns[, +0ns], 0ns
2024-05-12 09:46:00, +2096us, 4000ms, -0.000022035, 0.000022035, 0.086171873, 0.001356934, +2096us[+2096us], +/-, 
2024-05-12 09:46:00, +2096us, 4000ms, -0.000022035, 0.000022035, 0.086171873, 0.001563339, +2096us[+2096us], +/-, 
2024-05-12 09:46:00, +2096us, 4000ms, -0.000022035, 0.000022035, 0.086171873, 0.001769593, +2096us[+2096us], +/-, 
2024-05-12 09:46:00, +2096us, 4000ms, -0.000022035, 0.000022035, 0.086171873, 0.001975513, +2096us[+2096us], +/-, 
2024-05-12 09:46:00, +2096us, 4000ms, -0.000022035, 0.000022035, 0.086171873, 0.002183257, +2096us[+2096us], +/-, 
2024-05-12 09:46:00, +2096us, 4000ms, -0.000022035, 0.000022035, 0.086171873, 0.002420858, +2096us[+2096us], +/-, 
2024-05-12 09:46:00, +2097us, 4000ms, -0.000022035, 0.000022035, 0.086171873, 0.002628868, +2097us[+2097us], +/-, 
2024-05-12 09:46:00, +2097us, 4000ms, -0.000022035, 0.000022035, 0.086171873, 0.002835775, +2097us[+2097us], +/-, 
2024-05-12 09:46:00, +2097us, 4000ms, -0.000022035, 0.000022035, 0.086171873, 0.003041484, +2097us[+2097us], +/-, 
2024-05-12 09:46:00, +2097us, 4000ms, -0.000022035, 0.000022035, 0.086171873, 0.003245504, +2097us[+2097us], +/-, 
2024-05-12 09:46:00, +2097us, 4000ms, -0.000022035, 0.000022035, 0.086171873, 0.003450691, +2097us[+2097us], +/-, 
2024-05-12 09:46:00, +2097us, 4000ms, -0.000022035, 0.000022035, 0.086171873, 0.003654471, +2097us[+2097us], +/-, 
2024-05-12 09:46:00, +2ns, 89ns, +0.002096715, 0.002096715, 0.000000001, 0.000005480, -90ns[+2097us], +/-, 
2024-05-12 09:46:00, +19ns, 89ns, +0.002096715, 0.002096715, 0.000000001, 0.000006792, -90ns[+2097us], +/-, 
2024-05-12 09:46:00, +37ns, 89ns, +0.002096715, 0.002096715, 0.000000001, 0.000008125, -90ns[+2097us], +/-, 
2024-05-12 09:46:00, +55ns, 89ns, +0.002096715, 0.002096715, 0.000000001, 0.000009474, -90ns[+2097us], +/-, 
2024-05-12 09:46:00, +72ns, 89ns, +0.002096715, 0.002096715, 0.000000001, 0.000010800, -90ns[+2097us], +/-, 
2024-05-12 09:46:00, +90ns, 89ns, +0.002096715, 0.002096715, 0.000000001, 0.000012137, -90ns[+2097us], +/-, 
2024-05-12 09:46:00, +107ns, 89ns, +0.002096715, 0.002096715, 0.000000001, 0.000013450, -272ns[-1166ns], +/-, 
2024-05-12 09:46:00, -39ns, 487ns, -0.000000893, 0.001989119, 0.000000001, 0.000006252, -272ns[-1166ns], +/-, 
2024-05-12 09:46:00, -80ns, 487ns, -0.000000893, 0.001989119, 0.000000001, 0.000007606, -272ns[-1166ns], +/-, 
2024-05-12 09:46:00, -121ns, 487ns, -0.000000893, 0.001989119, 0.000000001, 0.000008933, -272ns[-1166ns], +/-, 
2024-05-12 09:46:00, -162ns, 487ns, -0.000000893, 0.001989119, 0.000000001, 0.000010274, -272ns[-1166ns], +/-, 
2024-05-12 09:46:00, -203ns, 487ns, -0.000000893, 0.001989119, 0.000000001, 0.000011624, -272ns[-1166ns], +/-, 
2024-05-12 09:46:00, -244ns, 487ns, -0.000000893, 0.001989119, 0.000000001, 0.000012965, -272ns[-1166ns], +/-, 
2024-05-12 09:46:00, -14ns, 475ns, +0.000000233, 0.001887044, 0.000000001, 0.000006094, +323ns[, +556ns], 664ns
2024-05-12 09:46:00, -32ns, 475ns, +0.000000233, 0.001887044, 0.000000001, 0.000007437, +323ns[, +556ns], 664ns
2024-05-12 09:46:00, -50ns, 475ns, +0.000000233, 0.001887044, 0.000000001, 0.000008776, +323ns[, +556ns], 664ns
2024-05-12 09:46:00, -68ns, 475ns, +0.000000233, 0.001887044, 0.000000001, 0.000010099, +323ns[, +556ns], 664ns
2024-05-12 09:46:00, -86ns, 475ns, +0.000000233, 0.001887044, 0.000000001, 0.000011436, +323ns[, +556ns], 664ns
2024-05-12 09:46:00, -104ns, 475ns, +0.000000233, 0.001887044, 0.000000001, 0.000012777, +323ns[, +556ns], 664ns
2024-05-12 09:46:00, -9ns, 413ns, -0.000000059, 0.001790207, 0.000000001, 0.000005651, +79ns[, +21ns], 643ns
2024-05-12 09:46:00, -25ns, 413ns, -0.000000059, 0.001790207, 0.000000001, 0.000006998, +79ns[, +21ns], 643ns
2024-05-12 09:46:00, -40ns, 413ns, -0.000000059, 0.001790207, 0.000000001, 0.000008335, +79ns[, +21ns], 643ns
2024-05-12 09:46:00, -56ns, 413ns, -0.000000059, 0.001790207, 0.000000001, 0.000009683, +79ns[, +21ns], 643ns
2024-05-12 09:46:00, -71ns, 413ns, -0.000000059, 0.001790207, 0.000000001, 0.000011007, +79ns[, +21ns], 643ns
2024-05-12 09:46:00, -86ns, 413ns, -0.000000059, 0.001790207, 0.000000001, 0.000012345, +79ns[, +21ns], 643ns
2024-05-12 09:46:00, -3ns, 395ns, +0.000000118, 0.001698339, 0.000000001, 0.000005514, +248ns[, +370ns], 616ns
2024-05-12 09:46:00, -10ns, 395ns, +0.000000118, 0.001698339, 0.000000001, 0.000006846, +248ns[, +370ns], 616ns
2024-05-12 09:46:00, -16ns, 395ns, +0.000000118, 0.001698339, 0.000000001, 0.000008173, +248ns[, +370ns], 616ns
2024-05-12 09:46:00, -23ns, 395ns, +0.000000118, 0.001698339, 0.000000001, 0.000009741, +248ns[, +370ns], 616ns
2024-05-12 09:46:00, -31ns, 395ns, +0.000000118, 0.001698339, 0.000000001, 0.000011083, +248ns[, +370ns], 616ns
2024-05-12 09:46:00, -38ns, 395ns, +0.000000118, 0.001698339, 0.000000001, 0.000012453, +248ns[, +370ns], 616ns
2024-05-12 09:46:00, -3ns, 392ns, -0.000000260, 0.001611186, 0.000000001, 0.000007046, -273ns[, -510ns], 603ns
2024-05-12 09:46:00, -9ns, 392ns, -0.000000260, 0.001611186, 0.000000001, 0.000008389, -273ns[, -510ns], 603ns
2024-05-12 09:46:00, -15ns, 392ns, -0.000000260, 0.001611186, 0.000000001, 0.000009772, -273ns[, -510ns], 603ns
2024-05-12 09:46:00, -22ns, 392ns, -0.000000260, 0.001611186, 0.000000001, 0.000011139, -273ns[, -510ns], 603ns
2024-05-12 09:46:00, -28ns, 392ns, -0.000000260, 0.001611186, 0.000000001, 0.000012484, -273ns[, -510ns], 603ns
