Timestamp, Temp, CPU_Usage
2024-05-13 15:55:30, 42.8, 21.4%
2024-05-13 15:56:00, 42.8, 25%
2024-05-13 15:56:30, 43.3, 11.1%
2024-05-13 15:57:01, 42.3, 25%
2024-05-13 15:58:30, 41.8, 11.1%
2024-05-13 16:00:30, 43.8, 20%
2024-05-13 16:01:00, 42.8, 25%
2024-05-13 16:01:30, 42.8, 27.3%
2024-05-13 16:02:00, 43.3, 20%
2024-05-13 16:02:30, 42.3, 33.3%
2024-05-13 16:03:00, 44.3, 27.3%
2024-05-13 16:04:00, 43.3, 20%
2024-05-13 16:04:30, 42.8, 27.3%
2024-05-13 16:05:00, 43.3, 25%
2024-05-13 16:05:30, 42.3, 27.3%
2024-05-13 16:06:00, 43.3, 30.8%
2024-05-13 16:07:00, 43.3, 25%
2024-05-13 16:08:00, 43.8, 20%
2024-05-13 16:08:30, 43.3, 20%
2024-05-13 16:09:00, 42.3, 27.3%
2024-05-13 16:10:00, 42.8, 27.3%
2024-05-13 16:10:30, 43.8, 27.3%
2024-05-13 16:11:00, 42.3, 18.2%
2024-05-13 16:11:30, 42.8, 28.6%
2024-05-13 16:12:00, 43.3, 27.3%
2024-05-13 16:12:30, 43.3, 27.3%
2024-05-13 16:13:00, 42.8, 27.3%
2024-05-13 16:13:30, 44.3, 27.3%
2024-05-13 16:14:00, 43.3, 20%
2024-05-13 16:14:30, 43.3, 27.3%
2024-05-13 16:15:00, 42.3, 27.3%
2024-05-13 16:15:30, 43.3, 20%
2024-05-13 16:16:00, 41.8, 18.2%
2024-05-13 16:16:30, 43.3, 18.2%
2024-05-13 16:17:00, 44.3, 27.3%
2024-05-13 16:17:30, 42.3, 27.3%
2024-05-13 16:18:00, 42.8, 33.3%
2024-05-13 16:18:30, 43.3, 28.6%
2024-05-13 16:19:00, 42.3, 20%
2024-05-13 16:19:30, 42.8, 33.3%
2024-05-13 16:21:00, 43.8, 25%
2024-05-13 16:21:30, 43.8, 27.3%
2024-05-13 16:22:00, 44.3, 20%
2024-05-13 16:22:30, 43.3, 18.2%
2024-05-13 16:23:00, 43.3, 20%
2024-05-13 16:23:30, 43.3, 27.3%
2024-05-13 16:24:00, 42.8, 20%
2024-05-13 16:24:30, 43.8, 20%
2024-05-13 16:25:00, 43.8, 25%
2024-05-13 16:25:30, 42.8, 25%
2024-05-13 16:26:00, 42.8, 11.1%
2024-05-13 16:26:31, 42.8, 27.3%
2024-05-13 16:27:00, 43.3, 27.3%
2024-05-13 16:27:30, 43.3, 27.3%
2024-05-13 16:28:00, 42.8, 27.3%
2024-05-13 16:28:30, 43.8, 27.3%
2024-05-13 16:29:00, 42.8, 18.2%
2024-05-13 16:29:30, 42.8, 27.3%
2024-05-13 16:30:00, 43.8, 27.3%
2024-05-13 16:30:30, 43.3, 27.3%
2024-05-13 16:31:00, 43.8, 20%
2024-05-13 16:31:30, 42.8, 27.3%
2024-05-13 16:32:00, 42.8, 27.3%
2024-05-13 16:32:30, 43.8, 25%
2024-05-13 16:33:00, 43.8, 27.3%
2024-05-13 16:34:00, 42.8, 27.3%
2024-05-13 16:34:30, 43.3, 30%
2024-05-13 16:35:00, 43.3, 20%
2024-05-13 16:35:30, 42.8, 25%
2024-05-13 16:37:00, 43.8, 27.3%
2024-05-13 16:37:30, 43.8, 18.2%
2024-05-13 16:38:00, 42.8, 25%
2024-05-13 16:38:30, 43.8, 27.3%
2024-05-13 16:39:00, 43.3, 27.3%
2024-05-13 16:39:30, 43.3, 20%
2024-05-13 16:40:30, 43.3, 27.3%
2024-05-13 16:41:00, 44.3, 27.3%
2024-05-13 16:42:30, 43.3, 20%
2024-05-13 16:43:00, 42.8, 27.3%
2024-05-13 16:43:30, 42.8, 25%
2024-05-13 16:44:00, 42.8, 27.3%
2024-05-13 16:44:30, 43.3, 25%
2024-05-13 16:45:00, 41.8, 18.2%
2024-05-13 16:45:30, 42.8, 18.2%
2024-05-13 16:46:00, 43.8, 27.3%
2024-05-13 16:46:30, 43.3, 27.3%
2024-05-13 16:47:00, 42.8, 20%
2024-05-13 16:47:30, 42.8, 27.3%
2024-05-13 16:48:00, 42.8, 18.2%
2024-05-13 16:48:30, 43.3, 25%
2024-05-13 16:49:00, 43.3, 27.3%
2024-05-13 16:49:30, 43.3, 22.2%
2024-05-13 16:50:00, 43.3, 27.3%
2024-05-13 16:50:30, 42.8, 20%
2024-05-13 16:51:30, 43.8, 27.3%
2024-05-13 16:52:00, 43.3, 27.3%
2024-05-13 16:52:30, 41.8, 27.3%
2024-05-13 16:53:00, 43.3, 27.3%
2024-05-13 16:53:30, 42.8, 20%
2024-05-13 16:54:00, 42.3, 25%
2024-05-13 16:54:30, 43.3, 33.3%
2024-05-13 16:55:00, 42.8, 25%
2024-05-13 16:55:30, 44.3, 27.3%
2024-05-13 16:56:30, 44.3, 25%
2024-05-13 16:57:00, 42.3, 27.3%
2024-05-13 16:58:00, 42.8, 20%
2024-05-13 16:58:30, 43.3, 25%
2024-05-13 16:59:30, 42.8, 27.3%
2024-05-13 17:00:00, 42.8, 25%
2024-05-13 17:00:30, 43.3, 25%
2024-05-13 17:01:00, 43.3, 27.3%
2024-05-13 17:01:30, 43.3, 27.3%
2024-05-13 17:02:00, 41.8, 16.7%
2024-05-13 17:02:30, 43.8, 27.3%
2024-05-13 17:03:00, 42.8, 27.3%
2024-05-13 17:03:30, 43.8, 27.3%
2024-05-13 17:04:00, 42.8, 22.2%
2024-05-13 17:04:30, 43.8, 27.3%
2024-05-13 17:05:00, 42.8, 33.3%
