Timestamp, Temp, CPU_Usage
2024-05-11 23:35:30, 38.4, 21.4%
2024-05-11 23:36:00, 39.4, 27.3%
2024-05-11 23:36:30, 38.4, 25%
2024-05-11 23:37:00, 39.4, 25%
2024-05-11 23:37:30, 37.9, 25%
2024-05-11 23:38:00, 39.4, 30.8%
2024-05-11 23:39:30, 38.4, 25%
2024-05-11 23:42:30, 37.9, 25%
2024-05-11 23:43:00, 37.9, 27.3%
2024-05-11 23:43:30, 38.9, 27.3%
2024-05-11 23:44:00, 38.9, 20%
2024-05-11 23:45:00, 38.4, 20%
2024-05-11 23:46:00, 38.9, 27.3%
2024-05-11 23:48:00, 38.9, 27.3%
2024-05-11 23:48:30, 37.9, 20%
2024-05-11 23:49:00, 39.4, 25%
2024-05-11 23:50:00, 39.9, 30%
2024-05-11 23:51:01, 38.4, 33.3%
2024-05-11 23:52:00, 38.4, 25%
2024-05-11 23:52:30, 38.9, 25%
2024-05-11 23:53:30, 38.4, 33.3%
2024-05-11 23:54:00, 37.9, 30.8%
2024-05-11 23:54:30, 38.9, 27.3%
2024-05-11 23:55:00, 37.9, 27.3%
2024-05-11 23:55:30, 38.9, 27.3%
2024-05-11 23:56:00, 39.4, 33.3%
2024-05-11 23:56:30, 38.4, 27.3%
2024-05-11 23:57:00, 39.4, 11.1%
2024-05-11 23:57:30, 38.9, 20%
2024-05-11 23:58:00, 39.9, 27.3%
2024-05-11 23:59:00, 37.9, 25%
2024-05-11 23:59:30, 37.4, 20%
2024-05-12 00:00:00, 37.4, 22.2%
2024-05-12 00:00:30, 37.9, 36.4%
2024-05-12 00:02:30, 38.9, 20%
2024-05-12 00:03:00, 38.9, 27.3%
2024-05-12 00:04:00, 38.4, 18.2%
2024-05-12 00:06:00, 38.4, 18.2%
2024-05-12 00:07:00, 37.9, 20%
2024-05-12 00:07:30, 38.9, 27.3%
2024-05-12 00:08:00, 39.4, 20%
2024-05-12 00:08:30, 39.4, 25%
2024-05-12 00:09:00, 38.9, 27.3%
2024-05-12 00:09:30, 38.9, 27.3%
2024-05-12 00:10:00, 38.9, 25%
2024-05-12 00:10:30, 38.4, 25%
2024-05-12 00:11:00, 38.4, 20%
2024-05-12 00:11:30, 38.9, 27.3%
2024-05-12 00:12:30, 38.9, 30.8%
2024-05-12 00:13:00, 37.4, 20%
2024-05-12 00:14:00, 37.9, 33.3%
2024-05-12 00:14:30, 38.4, 25%
2024-05-12 00:15:30, 38.9, 25%
2024-05-12 00:16:30, 38.9, 18.2%
2024-05-12 00:17:00, 38.4, 18.2%
2024-05-12 00:17:30, 37.9, 18.2%
2024-05-12 00:18:00, 38.9, 25%
2024-05-12 00:18:30, 37.9, 27.3%
2024-05-12 00:19:00, 39.4, 25%
2024-05-12 00:19:30, 38.4, 25%
2024-05-12 00:20:30, 38.9, 27.3%
2024-05-12 00:21:00, 38.4, 25%
2024-05-12 00:22:00, 38.4, 27.3%
2024-05-12 00:22:30, 37.9, 33.3%
2024-05-12 00:23:00, 37.9, 27.3%
2024-05-12 00:24:30, 38.9, 27.3%
2024-05-12 00:25:00, 38.4, 22.2%
2024-05-12 00:26:00, 40.4, 30%
2024-05-12 00:26:30, 39.9, 27.3%
2024-05-12 00:27:00, 38.9, 18.2%
2024-05-12 00:28:00, 39.9, 27.3%
2024-05-12 00:29:00, 38.4, 27.3%
2024-05-12 00:30:00, 38.9, 25%
2024-05-12 00:30:30, 38.9, 20%
2024-05-12 00:31:00, 38.9, 30.8%
2024-05-12 00:32:30, 38.4, 27.3%
2024-05-12 00:33:00, 38.4, 18.2%
2024-05-12 00:33:30, 37.9, 27.3%
2024-05-12 00:34:00, 38.9, 25%
2024-05-12 00:35:00, 37.4, 20%
2024-05-12 00:35:30, 37.9, 18.2%
2024-05-12 00:36:00, 39.4, 27.3%
2024-05-12 00:36:30, 38.4, 20%
2024-05-12 00:37:00, 38.4, 30.8%
2024-05-12 00:39:00, 38.9, 25%
2024-05-12 00:39:30, 37.4, 25%
2024-05-12 00:40:30, 37.4, 20%
2024-05-12 00:41:00, 38.9, 50%
2024-05-12 00:42:00, 38.9, 22.2%
2024-05-12 00:43:00, 38.9, 30.8%
2024-05-12 00:43:30, 38.9, 25%
2024-05-12 00:45:00, 38.9, 18.2%
2024-05-12 00:46:30, 37.9, 20%
2024-05-12 00:47:00, 39.4, 18.2%
2024-05-12 00:48:00, 38.4, 27.3%
2024-05-12 00:48:30, 37.9, 30.8%
2024-05-12 00:49:30, 37.9, 18.2%
2024-05-12 00:50:00, 39.4, 20%
2024-05-12 00:50:30, 38.4, 20%
2024-05-12 00:51:30, 37.9, 30%
2024-05-12 00:52:00, 38.9, 18.2%
2024-05-12 00:52:30, 38.4, 18.2%
2024-05-12 00:53:30, 39.4, 25%
2024-05-12 00:54:00, 38.9, 27.3%
2024-05-12 00:55:00, 38.4, 27.3%
2024-05-12 00:55:30, 38.4, 25%
2024-05-12 00:56:30, 38.4, 25%
2024-05-12 00:57:30, 38.4, 20%
2024-05-12 00:58:30, 38.4, 25%
2024-05-12 00:59:30, 38.9, 27.3%
