Timestamp, Offset, Jitter, Last Offset, RMS Offset, Root Delay, Root Dispersion, Sources Last Offset, Sources RMS, Sources Error
, +0ns, 4000ms, +0.000000000, 0.000000000, 1.000000000, 1.000000000, +0ns[, +0ns], 0ns
, +0ns, 4000ms, +0.000000000, 0.000000000, 1.000000000, 1.000000000, +0ns[, +0ns], 0ns
, +0ns, 4000ms, +0.000000000, 0.000000000, 1.000000000, 1.000000000, +0ns[, +0ns], 0ns
, +0ns, 4000ms, +0.000000000, 0.000000000, 1.000000000, 1.000000000, +0ns[, +0ns], 0ns
, +0ns, 4000ms, -0.001318422, 0.001318422, 0.051557351, 0.001176300, +0ns[, +0ns], 0ns
, +0ns, 4000ms, -0.001318422, 0.001318422, 0.051557351, 0.001201382, +0ns[, +0ns], 0ns
, +3741us, 4000ms, -0.002422064, 0.002422064, 0.031256270, 0.000352918, +3741us[+1319us], +/-, 
, +3741us, 4000ms, -0.002422064, 0.002422064, 0.031256270, 0.000390496, +3741us[+1319us], +/-, 
, +3741us, 4000ms, -0.002422064, 0.002422064, 0.031256270, 0.000428265, +3741us[+1319us], +/-, 
2024-05-11 23:35:30, +3741us, 4000ms, -0.002422064, 0.002422064, 0.031256270, 0.000473304, +3741us[+1319us], +/-, 
2024-05-11 23:35:30, +3741us, 4000ms, -0.002422064, 0.002422064, 0.031256270, 0.000511723, +3741us[+1319us], +/-, 
2024-05-11 23:35:30, +3741us, 4000ms, -0.002422064, 0.002422064, 0.031256270, 0.000549416, +3741us[+1319us], +/-, 
2024-05-11 23:35:30, +3741us, 4000ms, -0.002422064, 0.002422064, 0.031256270, 0.000587034, +3741us[+3741us], +/-, 
2024-05-11 23:35:30, +3741us, 4000ms, -0.002422064, 0.002422064, 0.031256270, 0.000625053, +3741us[+3741us], +/-, 
2024-05-11 23:35:30, +3741us, 4000ms, -0.002422064, 0.002422064, 0.031256270, 0.000663207, +3741us[+3741us], +/-, 
2024-05-11 23:35:30, +3741us, 4000ms, -0.002422064, 0.002422064, 0.031256270, 0.000700746, +3741us[+3741us], +/-, 
2024-05-11 23:35:30, +3741us, 4000ms, -0.002422064, 0.002422064, 0.031256270, 0.000738596, +3741us[+3741us], +/-, 
2024-05-11 23:35:30, +3741us, 4000ms, -0.002422064, 0.002422064, 0.031256270, 0.000776288, +3741us[+3741us], +/-, 
2024-05-11 23:35:30, -35ns, 110ns, +0.003740096, 0.002584297, 0.000000001, 0.000006308, +33ns[+3740us], +/-, 
2024-05-11 23:35:30, -78ns, 110ns, +0.003740096, 0.002584297, 0.000000001, 0.000007740, +33ns[+3740us], +/-, 
2024-05-11 23:35:30, -121ns, 110ns, +0.003740096, 0.002584297, 0.000000001, 0.000009186, +33ns[+3740us], +/-, 
2024-05-11 23:35:30, -164ns, 110ns, +0.003740096, 0.002584297, 0.000000001, 0.000010628, +33ns[+3740us], +/-, 
2024-05-11 23:35:30, -207ns, 110ns, +0.003740096, 0.002584297, 0.000000001, 0.000012062, +33ns[+3740us], +/-, 
2024-05-11 23:35:30, -251ns, 110ns, +0.003740096, 0.002584297, 0.000000001, 0.000013505, +33ns[+3740us], +/-, 
2024-05-11 23:35:30, -13ns, 127ns, +0.000000051, 0.002451679, 0.000000001, 0.000005808, +99ns[, +164ns], 477ns
2024-05-11 23:35:30, -32ns, 127ns, +0.000000051, 0.002451679, 0.000000001, 0.000007275, +99ns[, +164ns], 477ns
2024-05-11 23:35:30, -51ns, 127ns, +0.000000051, 0.002451679, 0.000000001, 0.000008729, +99ns[, +164ns], 477ns
2024-05-11 23:35:30, -71ns, 127ns, +0.000000051, 0.002451679, 0.000000001, 0.000010208, +99ns[, +164ns], 477ns
2024-05-11 23:35:30, -90ns, 127ns, +0.000000051, 0.002451679, 0.000000001, 0.000011668, +99ns[, +164ns], 477ns
2024-05-11 23:35:30, -109ns, 127ns, +0.000000051, 0.002451679, 0.000000001, 0.000013135, +99ns[, +164ns], 477ns
2024-05-11 23:35:30, +0ns, 274ns, +0.000000368, 0.002325867, 0.000000001, 0.000006066, +257ns[, +620ns], 448ns
2024-05-11 23:36:00, +1ns, 274ns, +0.000000368, 0.002325867, 0.000000001, 0.000007819, +257ns[, +620ns], 448ns
2024-05-11 23:36:00, +2ns, 274ns, +0.000000368, 0.002325867, 0.000000001, 0.000009282, +257ns[, +620ns], 448ns
2024-05-11 23:36:00, +3ns, 274ns, +0.000000368, 0.002325867, 0.000000001, 0.000010750, +257ns[, +620ns], 448ns
2024-05-11 23:36:00, +3ns, 274ns, +0.000000368, 0.002325867, 0.000000001, 0.000012206, +257ns[, +620ns], 448ns
2024-05-11 23:36:00, +4ns, 274ns, +0.000000368, 0.002325867, 0.000000001, 0.000013729, +257ns[, +620ns], 448ns
2024-05-11 23:36:00, -0ns, 234ns, -0.000000056, 0.002206511, 0.000000001, 0.000006030, -51ns[, -102ns], 432ns
2024-05-11 23:36:00, -0ns, 234ns, -0.000000056, 0.002206511, 0.000000001, 0.000007407, -51ns[, -102ns], 432ns
2024-05-11 23:36:00, -0ns, 234ns, -0.000000056, 0.002206511, 0.000000001, 0.000008767, -51ns[, -102ns], 432ns
2024-05-11 23:36:00, -0ns, 234ns, -0.000000056, 0.002206511, 0.000000001, 0.000010143, -51ns[, -102ns], 432ns
2024-05-11 23:36:00, -1ns, 234ns, -0.000000056, 0.002206511, 0.000000001, 0.000011522, -51ns[, -102ns], 432ns
2024-05-11 23:36:00, -1ns, 234ns, -0.000000056, 0.002206511, 0.000000001, 0.000012912, -51ns[, -102ns], 432ns
2024-05-11 23:36:00, -0ns, 263ns, -0.000000243, 0.002093280, 0.000000001, 0.000005590, -254ns[, -476ns], 412ns
2024-05-11 23:36:00, -2ns, 263ns, -0.000000243, 0.002093280, 0.000000001, 0.000006945, -254ns[, -476ns], 412ns
2024-05-11 23:36:00, -3ns, 263ns, -0.000000243, 0.002093280, 0.000000001, 0.000008298, -254ns[, -476ns], 412ns
2024-05-11 23:36:00, -4ns, 263ns, -0.000000243, 0.002093280, 0.000000001, 0.000009662, -254ns[, -476ns], 412ns
2024-05-11 23:36:00, -5ns, 263ns, -0.000000243, 0.002093280, 0.000000001, 0.000011015, -254ns[, -476ns], 412ns
2024-05-11 23:36:00, -6ns, 263ns, -0.000000243, 0.002093280, 0.000000001, 0.000012369, -254ns[, -476ns], 412ns
2024-05-11 23:36:00, +0ns, 312ns, +0.000000142, 0.001985860, 0.000000001, 0.000005584, +714ns[, +849ns], 660ns
2024-05-11 23:36:00, +1ns, 312ns, +0.000000142, 0.001985860, 0.000000001, 0.000006944, +714ns[, +849ns], 660ns
2024-05-11 23:36:00, +1ns, 312ns, +0.000000142, 0.001985860, 0.000000001, 0.000008292, +714ns[, +849ns], 660ns
2024-05-11 23:36:00, +2ns, 312ns, +0.000000142, 0.001985860, 0.000000001, 0.000009640, +714ns[, +849ns], 660ns
2024-05-11 23:36:00, +3ns, 312ns, +0.000000142, 0.001985860, 0.000000001, 0.000010981, +714ns[, +849ns], 660ns
2024-05-11 23:36:00, +3ns, 312ns, +0.000000142, 0.001985860, 0.000000001, 0.000012332, +714ns[, +849ns], 660ns
