Timestamp, Offset, Jitter, Last Offset, RMS Offset, Root Delay, Root Dispersion, Sources Last Offset, Sources RMS, Sources Error
, +0ns, 4000ms, +0.000000000, 0.000000000, 1.000000000, 1.000000000, +0ns[, +0ns], 0ns
, +0ns, 4000ms, +0.000000000, 0.000000000, 1.000000000, 1.000000000, +0ns[, +0ns], 0ns
, +0ns, 4000ms, +0.000000000, 0.000000000, 1.000000000, 1.000000000, +0ns[, +0ns], 0ns
, +0ns, 4000ms, +0.000000000, 0.000000000, 1.000000000, 1.000000000, +0ns[, +0ns], 0ns
, +0ns, 4000ms, -0.002791091, 0.002791091, 0.077326097, 0.001399732, +0ns[, +0ns], 0ns
, +0ns, 4000ms, -0.002791091, 0.002791091, 0.077326097, 0.001634615, +0ns[, +0ns], 0ns
, +2758us, 4000ms, +0.000033631, 0.000033631, 0.078691006, 0.001890542, +2758us[+2791us], +/-, 
, +2758us, 4000ms, +0.000033631, 0.000033631, 0.078691006, 0.001927865, +2758us[+2791us], +/-, 
, +2758us, 4000ms, +0.000033631, 0.000033631, 0.078691006, 0.001965433, +2758us[+2791us], +/-, 
, +2758us, 4000ms, +0.000033631, 0.000033631, 0.078691006, 0.002002808, +2758us[+2791us], +/-, 
, +2758us, 4000ms, +0.000033631, 0.000033631, 0.078691006, 0.002039946, +2758us[+2791us], +/-, 
, +2758us, 4000ms, +0.000033631, 0.000033631, 0.078691006, 0.002077033, +2758us[+2791us], +/-, 
, +2758us, 4000ms, +0.000033631, 0.000033631, 0.078691006, 0.002114438, +2758us[+2758us], +/-, 
, +2758us, 4000ms, +0.000033631, 0.000033631, 0.078691006, 0.002151722, +2758us[+2758us], +/-, 
, +2758us, 4000ms, +0.000033631, 0.000033631, 0.078691006, 0.002188690, +2758us[+2758us], +/-, 
, +2758us, 4000ms, +0.000033631, 0.000033631, 0.078691006, 0.002225946, +2758us[+2758us], +/-, 
, +2758us, 4000ms, +0.000033631, 0.000033631, 0.078691006, 0.002263093, +2758us[+2758us], +/-, 
2024-05-12 18:55:30, +2758us, 4000ms, +0.000033631, 0.000033631, 0.078691006, 0.002308038, +2758us[+2758us], +/-, 
2024-05-12 18:55:30, +97ns, 414ns, +0.002759694, 0.002759694, 0.000000001, 0.000007297, -285ns[+2759us], +/-, 
2024-05-12 18:55:30, +235ns, 414ns, +0.002759694, 0.002759694, 0.000000001, 0.000008793, -285ns[+2759us], +/-, 
2024-05-12 18:55:30, +373ns, 414ns, +0.002759694, 0.002759694, 0.000000001, 0.000010290, -285ns[+2759us], +/-, 
2024-05-12 18:55:30, +511ns, 414ns, +0.002759694, 0.002759694, 0.000000001, 0.000011779, -285ns[+2759us], +/-, 
2024-05-12 18:55:30, +649ns, 414ns, +0.002759694, 0.002759694, 0.000000001, 0.000013273, -285ns[+2759us], +/-, 
2024-05-12 18:55:30, +788ns, 414ns, +0.002759694, 0.002759694, 0.000000001, 0.000014772, -285ns[+2759us], +/-, 
2024-05-12 18:55:30, +35ns, 666ns, -0.000000460, 0.002618076, 0.000000001, 0.000006891, -678ns[-1139ns], +/-, 
2024-05-12 18:55:30, +100ns, 666ns, -0.000000460, 0.002618076, 0.000000001, 0.000008327, -678ns[-1139ns], +/-, 
2024-05-12 18:55:30, +164ns, 666ns, -0.000000460, 0.002618076, 0.000000001, 0.000009760, -678ns[-1139ns], +/-, 
2024-05-12 18:55:30, +229ns, 666ns, -0.000000460, 0.002618076, 0.000000001, 0.000011200, -678ns[-1139ns], +/-, 
2024-05-12 18:55:30, +294ns, 666ns, -0.000000460, 0.002618076, 0.000000001, 0.000012627, -678ns[-1139ns], +/-, 
2024-05-12 18:55:30, +358ns, 666ns, -0.000000460, 0.002618076, 0.000000001, 0.000014059, -678ns[-1139ns], +/-, 
2024-05-12 18:55:30, +17ns, 596ns, +0.000000046, 0.002483725, 0.000000001, 0.000006484, -330ns[, -295ns], 422ns
2024-05-12 18:55:30, +59ns, 596ns, +0.000000046, 0.002483725, 0.000000001, 0.000007917, -330ns[, -295ns], 422ns
2024-05-12 18:55:30, +102ns, 596ns, +0.000000046, 0.002483725, 0.000000001, 0.000009351, -330ns[, -295ns], 422ns
2024-05-12 18:55:30, +144ns, 596ns, +0.000000046, 0.002483725, 0.000000001, 0.000010800, -330ns[, -295ns], 422ns
2024-05-12 18:55:30, +187ns, 596ns, +0.000000046, 0.002483725, 0.000000001, 0.000012255, -330ns[, -295ns], 422ns
2024-05-12 18:55:30, +230ns, 596ns, +0.000000046, 0.002483725, 0.000000001, 0.000013697, -330ns[, -295ns], 422ns
2024-05-12 18:55:30, +4ns, 529ns, +0.000000056, 0.002356268, 0.000000001, 0.000005823, -193ns[, -187ns], 405ns
2024-05-12 18:55:30, +21ns, 529ns, +0.000000056, 0.002356268, 0.000000001, 0.000007302, -193ns[, -187ns], 405ns
2024-05-12 18:55:30, +38ns, 529ns, +0.000000056, 0.002356268, 0.000000001, 0.000008781, -193ns[, -187ns], 405ns
2024-05-12 18:55:30, +55ns, 529ns, +0.000000056, 0.002356268, 0.000000001, 0.000010262, -193ns[, -187ns], 405ns
2024-05-12 18:56:00, +76ns, 529ns, +0.000000056, 0.002356268, 0.000000001, 0.000012004, -193ns[, -187ns], 405ns
2024-05-12 18:56:00, +93ns, 529ns, +0.000000056, 0.002356268, 0.000000001, 0.000013473, -193ns[, -187ns], 405ns
2024-05-12 18:56:00, +0ns, 474ns, -0.000000008, 0.002235352, 0.000000001, 0.000007255, -98ns[, -148ns], 380ns
2024-05-12 18:56:00, +2ns, 474ns, -0.000000008, 0.002235352, 0.000000001, 0.000008684, -98ns[, -148ns], 380ns
2024-05-12 18:56:00, +4ns, 474ns, -0.000000008, 0.002235352, 0.000000001, 0.000010103, -98ns[, -148ns], 380ns
2024-05-12 18:56:00, +5ns, 474ns, -0.000000008, 0.002235352, 0.000000001, 0.000011521, -98ns[, -148ns], 380ns
2024-05-12 18:56:00, +7ns, 474ns, -0.000000008, 0.002235352, 0.000000001, 0.000012935, -98ns[, -148ns], 380ns
2024-05-12 18:56:00, +8ns, 474ns, -0.000000008, 0.002235352, 0.000000001, 0.000014353, -98ns[, -148ns], 380ns
2024-05-12 18:56:00, -0ns, 445ns, -0.000000178, 0.002120641, 0.000000001, 0.000005904, -202ns[, -366ns], 370ns
2024-05-12 18:56:00, -1ns, 445ns, -0.000000178, 0.002120641, 0.000000001, 0.000007274, -202ns[, -366ns], 370ns
2024-05-12 18:56:00, -1ns, 445ns, -0.000000178, 0.002120641, 0.000000001, 0.000008652, -202ns[, -366ns], 370ns
2024-05-12 18:56:00, -2ns, 445ns, -0.000000178, 0.002120641, 0.000000001, 0.000010034, -202ns[, -366ns], 370ns
2024-05-12 18:56:00, -2ns, 445ns, -0.000000178, 0.002120641, 0.000000001, 0.000011409, -202ns[, -366ns], 370ns
2024-05-12 18:56:00, -2ns, 445ns, -0.000000178, 0.002120641, 0.000000001, 0.000012789, -202ns[, -366ns], 370ns
2024-05-12 18:56:00, -3ns, 445ns, -0.000000109, 0.002011817, 0.000000001, 0.000006518, -131ns[, -228ns], 357ns
