Month, Day, Time, Unit, Offset, Freq, Delay
May,10,17:19:42,phc2sys[1911]:,2,-1368,1055
May,10,17:19:59,phc2sys[1941]:,-20700433,-1368,982
May,10,17:20:00,phc2sys[1941]:,-21022622,-323528,1000
May,10,17:20:01,phc2sys[1941]:,-138008,-461536,1000
May,10,17:20:02,phc2sys[1941]:,-106762,-471693,1037
May,10,17:20:03,phc2sys[1941]:,63082,-333877,1038
May,10,17:20:04,phc2sys[1941]:,240474,-137561,1037
May,10,17:20:05,phc2sys[1941]:,329937,+24044,1037
May,10,17:20:06,phc2sys[1941]:,309861,+102949,1038
May,10,17:20:07,phc2sys[1941]:,4823184,+4709231,1037
May,10,17:20:08,phc2sys[1941]:,13961623,+15294625,1032
May,10,17:20:09,phc2sys[1941]:,11413992,+16935481,1021
May,10,17:20:10,phc2sys[1941]:,-1450646,+7495040,1019
May,10,17:20:11,phc2sys[1941]:,-11204165,-2693672,1029
May,10,17:20:12,phc2sys[1941]:,-12904559,-7755316,1040
May,10,17:20:13,phc2sys[1941]:,-9064360,-7786485,1045
May,10,17:20:14,phc2sys[1941]:,-3707547,-5148980,1046
May,10,17:20:15,phc2sys[1941]:,381128,-2172569,1042
May,10,17:20:16,phc2sys[1941]:,2319837,-119521,1039
May,10,17:20:17,phc2sys[1941]:,2616467,+873060,1037
May,10,17:20:18,phc2sys[1941]:,2010769,+1052302,981
May,10,17:20:19,phc2sys[1941]:,1137752,+782516,999
May,10,17:20:20,phc2sys[1941]:,420130,+406219,981
May,10,17:20:21,phc2sys[1941]:,77150,+189278,982
May,10,17:20:22,phc2sys[1941]:,-96668,+38605,999
May,10,17:20:23,phc2sys[1941]:,-160481,-54208,1037
May,10,17:20:24,phc2sys[1941]:,-121085,-62956,1037
May,10,17:20:25,phc2sys[1941]:,-73989,-52186,1037
May,10,17:20:26,phc2sys[1941]:,-24161,-24555,1037
May,10,17:20:27,phc2sys[1941]:,3445,-4197,1037
May,10,17:20:28,phc2sys[1941]:,11714,+5106,1037
May,10,17:20:29,phc2sys[1941]:,8151,+5057,1037
May,10,17:20:30,phc2sys[1941]:,3025,+2376,1037
May,10,17:20:31,phc2sys[1941]:,-339,-80,1037
May,10,17:20:32,phc2sys[1941]:,-1543,-1386,1037
May,10,17:20:33,phc2sys[1941]:,-1805,-2111,1037
May,10,17:20:34,phc2sys[1941]:,-1475,-2323,1037
May,10,17:20:35,phc2sys[1941]:,-825,-2115,1037
May,10,17:20:36,phc2sys[1941]:,-354,-1892,1037
May,10,17:20:37,phc2sys[1941]:,-73,-1717,1037
May,10,17:20:38,phc2sys[1941]:,108,-1558,1055
May,10,17:20:39,phc2sys[1941]:,82,-1551,1037
May,10,17:20:40,phc2sys[1941]:,101,-1508,1037
May,10,17:20:41,phc2sys[1941]:,65,-1513,1037
May,10,17:20:42,phc2sys[1941]:,59,-1500,1000
May,10,17:20:43,phc2sys[1941]:,25,-1516,982
May,10,17:20:44,phc2sys[1941]:,13,-1521,981
May,10,17:20:45,phc2sys[1941]:,-109,-1639,982
May,10,17:20:46,phc2sys[1941]:,-102,-1664,981
May,10,17:20:47,phc2sys[1941]:,-82,-1675,1037
May,10,17:20:48,phc2sys[1941]:,-74,-1692,1037
May,10,17:20:49,phc2sys[1941]:,18,-1622,1037
May,10,17:20:50,phc2sys[1941]:,-18,-1652,1037
May,10,17:20:51,phc2sys[1941]:,28,-1612,1037
May,10,17:20:52,phc2sys[1941]:,44,-1587,1037
May,10,17:20:53,phc2sys[1941]:,-30,-1648,1055
May,10,17:20:54,phc2sys[1941]:,-24,-1651,1037
May,10,17:20:55,phc2sys[1941]:,-121,-1755,1037
May,10,17:20:56,phc2sys[1941]:,-417,-2088,1037
May,10,17:20:57,phc2sys[1941]:,-501,-2297,1037
May,10,17:20:58,phc2sys[1941]:,-24,-1970,1037
May,10,17:20:59,phc2sys[1941]:,379,-1574,1037
May,10,17:21:00,phc2sys[1941]:,557,-1283,1037
May,10,17:21:01,phc2sys[1941]:,447,-1226,1055
May,10,17:21:02,phc2sys[1941]:,239,-1299,1037
May,10,17:21:03,phc2sys[1941]:,112,-1355,1037
May,10,17:21:04,phc2sys[1941]:,96,-1337,1037
May,10,17:21:05,phc2sys[1941]:,163,-1241,1055
May,10,17:21:06,phc2sys[1941]:,190,-1165,1037
May,10,17:21:07,phc2sys[1941]:,71,-1227,1037
May,10,17:21:08,phc2sys[1941]:,-157,-1434,1037
May,10,17:21:09,phc2sys[1941]:,-283,-1607,1037
May,10,17:21:10,phc2sys[1941]:,-352,-1761,1037
May,10,17:21:11,phc2sys[1941]:,-257,-1772,1037
May,10,17:21:12,phc2sys[1941]:,-230,-1822,1037
May,10,17:21:13,phc2sys[1941]:,-186,-1847,1018
May,10,17:21:14,phc2sys[1941]:,-150,-1867,1037
May,10,17:21:15,phc2sys[1941]:,-67,-1829,1037
May,10,17:21:16,phc2sys[1941]:,71,-1711,1037
May,10,17:21:17,phc2sys[1941]:,184,-1576,1037
May,10,17:21:18,phc2sys[1941]:,265,-1440,1037
May,10,17:21:19,phc2sys[1941]:,270,-1356,1055
May,10,17:21:20,phc2sys[1941]:,139,-1406,1037
May,10,17:21:21,phc2sys[1941]:,-88,-1591,1037
May,10,17:21:22,phc2sys[1941]:,-169,-1698,1037
May,10,17:21:23,phc2sys[1941]:,-127,-1707,1037
May,10,17:21:24,phc2sys[1941]:,-66,-1684,1037
May,10,17:21:25,phc2sys[1941]:,17,-1621,1037
May,10,17:21:26,phc2sys[1941]:,39,-1594,1037
May,10,17:21:27,phc2sys[1941]:,37,-1584,1037
May,10,17:21:28,phc2sys[1941]:,83,-1527,1037
May,10,17:21:29,phc2sys[1941]:,97,-1488,1037
May,10,17:21:30,phc2sys[1941]:,134,-1422,1037
May,10,17:21:31,phc2sys[1941]:,65,-1451,1037
May,10,17:21:32,phc2sys[1941]:,-68,-1564,1037
May,10,17:21:33,phc2sys[1941]:,-78,-1595,1055
May,10,17:21:34,phc2sys[1941]:,-23,-1563,1037
May,10,17:21:35,phc2sys[1941]:,7,-1540,1037
May,10,17:21:36,phc2sys[1941]:,-8,-1553,1037
May,10,17:21:37,phc2sys[1941]:,26,-1521,1037
May,10,17:21:38,phc2sys[1941]:,45,-1495,1037
May,10,17:21:39,phc2sys[1941]:,25,-1501,1037
May,10,17:21:40,phc2sys[1941]:,6,-1513,1037
May,10,17:21:41,phc2sys[1941]:,-6,-1523,1037
May,10,17:21:42,phc2sys[1941]:,-14,-1533,1037
May,10,17:21:43,phc2sys[1941]:,34,-1489,1037
May,10,17:21:44,phc2sys[1941]:,59,-1454,1037
May,10,17:21:45,phc2sys[1941]:,33,-1462,1037
May,10,17:21:46,phc2sys[1941]:,33,-1452,1037
May,10,17:21:47,phc2sys[1941]:,-6,-1481,1037
May,10,17:21:48,phc2sys[1941]:,43,-1434,1037
May,10,17:21:49,phc2sys[1941]:,-12,-1476,1037
May,10,17:21:50,phc2sys[1941]:,-44,-1512,1037
May,10,17:21:51,phc2sys[1941]:,17,-1464,1037
May,10,17:21:52,phc2sys[1941]:,25,-1451,1037
May,10,17:21:53,phc2sys[1941]:,-38,-1506,1037
May,10,17:21:54,phc2sys[1941]:,-36,-1516,1037
May,10,17:21:55,phc2sys[1941]:,-33,-1523,1037
May,10,17:21:56,phc2sys[1941]:,-40,-1540,1037
May,10,17:21:57,phc2sys[1941]:,-23,-1535,1037
May,10,17:21:58,phc2sys[1941]:,-48,-1567,1037
May,10,17:21:59,phc2sys[1941]:,56,-1478,1037
May,10,17:22:00,phc2sys[1941]:,89,-1428,1037
