Month, Day, Time, Unit, Offset, Freq, Path_Delay
May,11,11:21:05,ptp4l[37555]:,-1115633,-47709,16766
May,11,11:21:06,ptp4l[37555]:,-1112534,-44610,16492
May,11,11:21:07,ptp4l[37555]:,-325,-44935,16492
May,11,11:21:08,ptp4l[37555]:,-310,-45017,16492
May,11,11:21:09,ptp4l[37555]:,-359,-45159,16629
May,11,11:21:10,ptp4l[37555]:,-278,-45186,16792
May,11,11:21:11,ptp4l[37555]:,-11,-45003,16790
May,11,11:21:12,ptp4l[37555]:,15,-44980,16790
May,11,11:21:13,ptp4l[37555]:,35,-44955,16804
May,11,11:21:14,ptp4l[37555]:,45,-44935,16818
May,11,11:21:15,ptp4l[37555]:,31,-44935,16850
May,11,11:21:16,ptp4l[37555]:,257239,+212282,16850
May,11,11:21:17,ptp4l[37555]:,844984,+877199,16850
May,11,11:21:18,ptp4l[37555]:,212968,+498678,16895
May,11,11:21:19,ptp4l[37555]:,-356217,-6617,34398
May,11,11:21:20,ptp4l[37555]:,-505025,-262290,49006
May,11,11:21:21,ptp4l[37555]:,-381879,-290651,49006
May,11,11:21:22,ptp4l[37555]:,-202454,-225790,49006
May,11,11:21:23,ptp4l[37555]:,-60431,-144503,49006
May,11,11:21:24,ptp4l[37555]:,19300,-82902,49006
May,11,11:21:25,ptp4l[37555]:,67800,-28612,29215
May,11,11:21:26,ptp4l[37555]:,47490,-28582,29215
May,11,11:21:27,ptp4l[37555]:,41948,-19877,16404
May,11,11:21:28,ptp4l[37555]:,15253,-33987,16404
May,11,11:21:29,ptp4l[37555]:,3866,-40798,15024
May,11,11:21:30,ptp4l[37555]:,-2167,-45671,14796
May,11,11:21:31,ptp4l[37555]:,-3843,-47998,14786
May,11,11:21:32,ptp4l[37555]:,-5527,-50834,16968
May,11,11:21:33,ptp4l[37555]:,-2272,-49238,16968
May,11,11:21:34,ptp4l[37555]:,-670,-48317,16968
May,11,11:21:35,ptp4l[37555]:,2,-47846,16968
May,11,11:21:36,ptp4l[37555]:,136,-47712,17069
May,11,11:21:37,ptp4l[37555]:,418,-47389,16867
May,11,11:21:38,ptp4l[37555]:,177,-47504,16867
May,11,11:21:39,ptp4l[37555]:,72,-47556,16867
May,11,11:21:40,ptp4l[37555]:,3,-47604,16867
May,11,11:21:41,ptp4l[37555]:,-62,-47668,16882
May,11,11:21:42,ptp4l[37555]:,-71,-47695,16900
May,11,11:21:43,ptp4l[37555]:,-91,-47737,16904
May,11,11:21:44,ptp4l[37555]:,-39,-47712,16904
May,11,11:21:45,ptp4l[37555]:,16,-47669,16904
May,11,11:21:46,ptp4l[37555]:,36,-47644,16904
May,11,11:21:47,ptp4l[37555]:,35,-47634,16902
May,11,11:21:48,ptp4l[37555]:,-23,-47682,16900
May,11,11:21:49,ptp4l[37555]:,-15,-47680,16902
May,11,11:21:50,ptp4l[37555]:,-35,-47705,16902
May,11,11:21:51,ptp4l[37555]:,-29,-47709,16900
May,11,11:21:52,ptp4l[37555]:,-29,-47718,16902
May,11,11:21:53,ptp4l[37555]:,-5,-47703,16902
May,11,11:21:54,ptp4l[37555]:,-23,-47722,16902
May,11,11:21:55,ptp4l[37555]:,6,-47700,16902
May,11,11:21:56,ptp4l[37555]:,-11,-47715,16904
May,11,11:21:57,ptp4l[37555]:,-31,-47739,16904
May,11,11:21:58,ptp4l[37555]:,8,-47709,16904
May,11,11:21:59,ptp4l[37555]:,33,-47682,16904
May,11,11:22:00,ptp4l[37555]:,28,-47677,16903
May,11,11:22:01,ptp4l[37555]:,-21,-47717,16905
May,11,11:22:02,ptp4l[37555]:,-29,-47732,16905
May,11,11:22:03,ptp4l[37555]:,-22,-47733,16905
May,11,11:22:04,ptp4l[37555]:,-26,-47744,16905
May,11,11:22:05,ptp4l[37555]:,-8,-47734,16904
May,11,11:22:06,ptp4l[37555]:,12,-47716,16902
May,11,11:22:07,ptp4l[37555]:,-7,-47732,16902
May,11,11:22:08,ptp4l[37555]:,20,-47707,16902
May,11,11:22:09,ptp4l[37555]:,-29,-47750,16904
May,11,11:22:10,ptp4l[37555]:,-2,-47731,16900
May,11,11:22:11,ptp4l[37555]:,16,-47714,16898
May,11,11:22:12,ptp4l[37555]:,5,-47720,16898
May,11,11:22:13,ptp4l[37555]:,6,-47718,16900
May,11,11:22:14,ptp4l[37555]:,1,-47721,16901
May,11,11:22:15,ptp4l[37555]:,-29,-47751,16901
May,11,11:22:16,ptp4l[37555]:,-31,-47761,16900
May,11,11:22:17,ptp4l[37555]:,-10,-47750,16900
May,11,11:22:18,ptp4l[37555]:,-2,-47745,16900
May,11,11:22:19,ptp4l[37555]:,-4,-47747,16900
May,11,11:22:20,ptp4l[37555]:,-13,-47757,16900
May,11,11:22:21,ptp4l[37555]:,27,-47721,16900
May,11,11:22:22,ptp4l[37555]:,29,-47711,16900
May,11,11:22:23,ptp4l[37555]:,-6,-47737,16900
May,11,11:22:24,ptp4l[37555]:,2,-47731,16900
May,11,11:22:25,ptp4l[37555]:,-11,-47744,16900
May,11,11:22:26,ptp4l[37555]:,-9,-47745,16900
May,11,11:22:27,ptp4l[37555]:,14,-47725,16898
May,11,11:22:28,ptp4l[37555]:,-27,-47761,16898
May,11,11:22:29,ptp4l[37555]:,2,-47741,16895
May,11,11:22:30,ptp4l[37555]:,-22,-47764,16895
May,11,11:22:31,ptp4l[37555]:,-5,-47754,16896
May,11,11:22:32,ptp4l[37555]:,54,-47696,16894
May,11,11:22:33,ptp4l[37555]:,30,-47704,16896
May,11,11:22:34,ptp4l[37555]:,-23,-47748,16898
May,11,11:22:35,ptp4l[37555]:,-41,-47773,16898
May,11,11:22:36,ptp4l[37555]:,-11,-47755,16898
May,11,11:22:37,ptp4l[37555]:,-6,-47753,16898
May,11,11:22:38,ptp4l[37555]:,21,-47728,16897
May,11,11:22:39,ptp4l[37555]:,10,-47733,16901
May,11,11:22:40,ptp4l[37555]:,32,-47708,16897
May,11,11:22:41,ptp4l[37555]:,-8,-47738,16900
May,11,11:22:42,ptp4l[37555]:,5,-47728,16900
May,11,11:22:43,ptp4l[37555]:,-22,-47753,16904
May,11,11:22:44,ptp4l[37555]:,-15,-47753,16904
May,11,11:22:45,ptp4l[37555]:,-3,-47745,16905
May,11,11:22:46,ptp4l[37555]:,51,-47692,16905
May,11,11:22:47,ptp4l[37555]:,33,-47695,16905
May,11,11:22:48,ptp4l[37555]:,20,-47698,16906
May,11,11:22:49,ptp4l[37555]:,4,-47708,16907
May,11,11:22:50,ptp4l[37555]:,-3,-47714,16907
May,11,11:22:51,ptp4l[37555]:,35,-47677,16904
May,11,11:22:52,ptp4l[37555]:,-47,-47748,16904
May,11,11:22:53,ptp4l[37555]:,-31,-47746,16904
May,11,11:22:54,ptp4l[37555]:,-6,-47731,16904
May,11,11:22:55,ptp4l[37555]:,6,-47720,16904
May,11,11:22:56,ptp4l[37555]:,-1,-47726,16905
May,11,11:22:57,ptp4l[37555]:,33,-47692,16902
May,11,11:22:58,ptp4l[37555]:,11,-47704,16902
May,11,11:22:59,ptp4l[37555]:,24,-47688,16902
May,11,11:23:00,ptp4l[37555]:,39,-47665,16902
May,11,11:23:01,ptp4l[37555]:,-19,-47712,16904
May,11,11:23:02,ptp4l[37555]:,17,-47681,16903
May,11,11:23:03,ptp4l[37555]:,-7,-47700,16903
