Month, Day, Time, Unit, Offset, Freq, Path_Delay
May,10,17:19:56,ptp4l[1939]:,-22845826,-46256,-137005
May,10,17:19:57,ptp4l[1939]:,-22011051,+787941,-137005
May,10,17:19:58,ptp4l[1939]:,-264137,+523804,-137005
May,10,17:19:59,ptp4l[1939]:,-993607,-284907,70056
May,10,17:20:00,ptp4l[1939]:,-908701,-498084,11541
May,10,17:20:01,ptp4l[1939]:,-657267,-519260,-14591
May,10,17:20:02,ptp4l[1939]:,-347113,-406286,-14591
May,10,17:20:03,ptp4l[1939]:,-90365,-253672,-6175
May,10,17:20:04,ptp4l[1939]:,71014,-119402,-6175
May,10,17:20:05,ptp4l[1939]:,117729,-51383,2683
May,10,17:20:06,ptp4l[1939]:,110274,-23519,11541
May,10,17:20:07,ptp4l[1939]:,12557708,+12456997,11541
May,10,17:20:08,ptp4l[1939]:,12296343,+15962944,2683
May,10,17:20:09,ptp4l[1939]:,196204,+7551708,11541
May,10,17:20:10,ptp4l[1939]:,-8143483,-729118,11541
May,10,17:20:11,ptp4l[1939]:,-9353977,-4382657,13321
May,10,17:20:12,ptp4l[1939]:,-6686050,-4520923,13321
May,10,17:20:13,ptp4l[1939]:,-3301670,-3142358,2683
May,10,17:20:14,ptp4l[1939]:,-657290,-1488479,-145952
May,10,17:20:15,ptp4l[1939]:,514837,-513539,-145952
May,10,17:20:16,ptp4l[1939]:,941530,+67605,-195440
May,10,17:20:17,ptp4l[1939]:,818632,+227166,-195440
May,10,17:20:18,ptp4l[1939]:,563126,+217250,-195440
May,10,17:20:19,ptp4l[1939]:,193402,+16464,-68554
May,10,17:20:20,ptp4l[1939]:,145913,+26995,-68554
May,10,17:20:21,ptp4l[1939]:,81745,+6601,-68554
May,10,17:20:22,ptp4l[1939]:,-30511,-81131,-4684
May,10,17:20:23,ptp4l[1939]:,6108,-53666,-4684
May,10,17:20:24,ptp4l[1939]:,-10163,-68104,19350
May,10,17:20:25,ptp4l[1939]:,11280,-49710,19547
May,10,17:20:26,ptp4l[1939]:,14424,-43182,19547
May,10,17:20:27,ptp4l[1939]:,13730,-39549,16926
May,10,17:20:28,ptp4l[1939]:,6815,-42345,16926
May,10,17:20:29,ptp4l[1939]:,2752,-44363,16926
May,10,17:20:30,ptp4l[1939]:,732,-45558,16926
May,10,17:20:31,ptp4l[1939]:,121,-45949,16744
May,10,17:20:32,ptp4l[1939]:,-224,-46258,16670
May,10,17:20:33,ptp4l[1939]:,-482,-46583,16815
May,10,17:20:34,ptp4l[1939]:,-282,-46528,16815
May,10,17:20:35,ptp4l[1939]:,-132,-46462,16815
May,10,17:20:36,ptp4l[1939]:,10,-46360,16815
May,10,17:20:37,ptp4l[1939]:,25,-46342,16815
May,10,17:20:38,ptp4l[1939]:,-14,-46373,16815
May,10,17:20:39,ptp4l[1939]:,42,-46322,16787
May,10,17:20:40,ptp4l[1939]:,-1,-46352,16787
May,10,17:20:41,ptp4l[1939]:,15,-46336,16787
May,10,17:20:42,ptp4l[1939]:,14,-46333,16782
May,10,17:20:43,ptp4l[1939]:,48,-46295,16782
May,10,17:20:44,ptp4l[1939]:,-44,-46372,16789
May,10,17:20:45,ptp4l[1939]:,-25,-46366,16789
May,10,17:20:46,ptp4l[1939]:,-16,-46365,16789
May,10,17:20:47,ptp4l[1939]:,-1,-46355,16789
May,10,17:20:48,ptp4l[1939]:,-9,-46363,16790
May,10,17:20:49,ptp4l[1939]:,16,-46341,16789
May,10,17:20:50,ptp4l[1939]:,24,-46328,16789
May,10,17:20:51,ptp4l[1939]:,14,-46331,16787
May,10,17:20:52,ptp4l[1939]:,-49,-46389,16787
May,10,17:20:53,ptp4l[1939]:,-14,-46369,16782
May,10,17:20:54,ptp4l[1939]:,17,-46342,16782
May,10,17:20:55,ptp4l[1939]:,-371,-46725,16784
May,10,17:20:56,ptp4l[1939]:,-566,-47032,16787
May,10,17:20:57,ptp4l[1939]:,-125,-46760,16780
May,10,17:20:58,ptp4l[1939]:,293,-46380,16780
May,10,17:20:59,ptp4l[1939]:,401,-46184,16780
May,10,17:21:00,ptp4l[1939]:,302,-46163,16794
May,10,17:21:01,ptp4l[1939]:,174,-46200,16794
May,10,17:21:02,ptp4l[1939]:,75,-46247,16794
May,10,17:21:03,ptp4l[1939]:,57,-46242,16796
May,10,17:21:04,ptp4l[1939]:,215,-46067,16796
May,10,17:21:05,ptp4l[1939]:,219,-45999,16790
May,10,17:21:06,ptp4l[1939]:,130,-46022,16796
May,10,17:21:07,ptp4l[1939]:,-76,-46189,16799
May,10,17:21:08,ptp4l[1939]:,-193,-46329,16799
May,10,17:21:09,ptp4l[1939]:,-267,-46461,16799
