Month, Day, Time, Unit, Offset, Freq, Delay
May,11,02:28:49,phc2sys[1591]:,-66,-2297,1037
May,11,02:28:49,phc2sys[1591]:,-46,-2297,1037
May,11,02:29:06,phc2sys[1652]:,-1734752,-2297,1037
May,11,02:29:07,phc2sys[1652]:,-1734699,-2244,1037
May,11,02:29:08,phc2sys[1652]:,-14,-2258,1037
May,11,02:29:09,phc2sys[1652]:,-23,-2271,1037
May,11,02:29:10,phc2sys[1652]:,23,-2232,1037
May,11,02:29:11,phc2sys[1652]:,89,-2159,1037
May,11,02:29:12,phc2sys[1652]:,40,-2182,1037
May,11,02:29:13,phc2sys[1652]:,5897,+3687,1037
May,11,02:29:14,phc2sys[1652]:,225500,+225060,1037
May,11,02:29:15,phc2sys[1652]:,1391921,+1459131,1036
May,11,02:29:16,phc2sys[1652]:,953214,+1438000,1054
May,11,02:29:17,phc2sys[1652]:,-269160,+501590,1036
May,11,02:29:18,phc2sys[1652]:,-1031708,-341706,1036
May,11,02:29:19,phc2sys[1652]:,-1072377,-691887,1037
May,11,02:29:20,phc2sys[1652]:,-689231,-630454,1056
May,11,02:29:21,phc2sys[1652]:,-236718,-384711,1038
May,11,02:29:22,phc2sys[1652]:,72716,-146292,1037
May,11,02:29:23,phc2sys[1652]:,210861,+13668,1037
May,11,02:29:24,phc2sys[1652]:,208177,+74242,1037
May,11,02:29:25,phc2sys[1652]:,152723,+81241,1037
May,11,02:29:26,phc2sys[1652]:,85832,+60167,1036
May,11,02:29:27,phc2sys[1652]:,34811,+34896,1037
May,11,02:29:28,phc2sys[1652]:,1437,+11965,1037
May,11,02:29:29,phc2sys[1652]:,-10799,+160,1037
May,11,02:29:30,phc2sys[1652]:,-14289,-6570,1037
May,11,02:29:31,phc2sys[1652]:,-10343,-6910,1037
May,11,02:29:32,phc2sys[1652]:,-5769,-5439,1000
May,11,02:29:33,phc2sys[1652]:,-2637,-4038,1037
May,11,02:29:34,phc2sys[1652]:,-828,-3020,1037
May,11,02:29:35,phc2sys[1652]:,-117,-2558,1037
May,11,02:29:36,phc2sys[1652]:,268,-2208,1055
May,11,02:29:37,phc2sys[1652]:,456,-1939,1037
May,11,02:29:38,phc2sys[1652]:,285,-1973,1037
May,11,02:29:39,phc2sys[1652]:,37,-2136,1037
May,11,02:29:40,phc2sys[1652]:,-29,-2191,1037
May,11,02:29:41,phc2sys[1652]:,-34,-2205,1037
May,11,02:29:42,phc2sys[1652]:,-108,-2289,1037
May,11,02:29:43,phc2sys[1652]:,-6,-2219,1037
May,11,02:29:44,phc2sys[1652]:,-60,-2275,1037
May,11,02:29:45,phc2sys[1652]:,15,-2218,1037
May,11,02:29:46,phc2sys[1652]:,-16,-2244,1037
May,11,02:29:47,phc2sys[1652]:,56,-2177,1037
May,11,02:29:48,phc2sys[1652]:,28,-2188,1037
May,11,02:29:49,phc2sys[1652]:,50,-2158,1037
May,11,02:29:50,phc2sys[1652]:,30,-2163,1037
May,11,02:29:51,phc2sys[1652]:,-10,-2194,1037
May,11,02:29:52,phc2sys[1652]:,4,-2183,1037
