Month, Day, Time, Unit, Offset, Freq, Delay
May,12,08:31:14,phc2sys[37130]:,27,-356,1037
May,12,08:31:31,phc2sys[37154]:,-1298899,-356,1056
May,12,08:31:32,phc2sys[37154]:,-1298855,-312,1037
May,12,08:31:33,phc2sys[37154]:,-84,-396,1037
May,12,08:31:34,phc2sys[37154]:,-40,-377,1018
May,12,08:31:35,phc2sys[37154]:,42,-307,1037
May,12,08:31:36,phc2sys[37154]:,-10,-347,1037
May,12,08:31:37,phc2sys[37154]:,-8,-348,1037
May,12,08:31:38,phc2sys[37154]:,-42,-384,1037
May,12,08:31:39,phc2sys[37154]:,325699,+325344,1037
May,12,08:31:40,phc2sys[37154]:,780218,+877573,1037
May,12,08:31:41,phc2sys[37154]:,614396,+945816,1037
May,12,08:31:42,phc2sys[37154]:,-80832,+434907,1036
May,12,08:31:43,phc2sys[37154]:,-633378,-141888,1036
May,12,08:31:44,phc2sys[37154]:,-742204,-440728,1037
May,12,08:31:45,phc2sys[37154]:,-528795,-449980,1037
May,12,08:31:46,phc2sys[37154]:,-225332,-305155,1037
May,12,08:31:47,phc2sys[37154]:,10640,-136783,1038
May,12,08:31:48,phc2sys[37154]:,130462,-13769,1037
May,12,08:31:49,phc2sys[37154]:,152555,+47463,1037
May,12,08:31:50,phc2sys[37154]:,120081,+60755,1037
May,12,08:31:51,phc2sys[37154]:,72363,+49061,1056
May,12,08:31:52,phc2sys[37154]:,30491,+28898,1037
May,12,08:31:53,phc2sys[37154]:,4584,+12139,1037
May,12,08:31:54,phc2sys[37154]:,-6030,+2900,1037
May,12,08:31:55,phc2sys[37154]:,-8118,-997,1055
May,12,08:31:56,phc2sys[37154]:,-6685,-2000,1037
May,12,08:31:57,phc2sys[37154]:,-4635,-1955,1056
May,12,08:31:58,phc2sys[37154]:,-3077,-1788,1055
May,12,08:31:59,phc2sys[37154]:,-1527,-1161,1037
May,12,08:32:00,phc2sys[37154]:,-580,-672,1055
May,12,08:32:01,phc2sys[37154]:,-289,-555,1055
May,12,08:32:02,phc2sys[37154]:,-157,-510,1037
May,12,08:32:03,phc2sys[37154]:,-153,-553,1056
May,12,08:32:04,phc2sys[37154]:,-89,-535,1018
May,12,08:32:05,phc2sys[37154]:,-41,-513,1037
May,12,08:32:06,phc2sys[37154]:,23,-462,1037
May,12,08:32:07,phc2sys[37154]:,-32,-510,1037
May,12,08:32:08,phc2sys[37154]:,-1,-488,1037
May,12,08:32:09,phc2sys[37154]:,23,-465,1037
May,12,08:32:10,phc2sys[37154]:,63,-418,1037
May,12,08:32:11,phc2sys[37154]:,-1,-463,1037
May,12,08:32:12,phc2sys[37154]:,-12,-474,1037
May,12,08:32:13,phc2sys[37154]:,-194,-660,1037
May,12,08:32:14,phc2sys[37154]:,-177,-701,1037
May,12,08:32:15,phc2sys[37154]:,-109,-686,981
May,12,08:32:16,phc2sys[37154]:,-52,-662,981
May,12,08:32:17,phc2sys[37154]:,-3,-628,1000
May,12,08:32:18,phc2sys[37154]:,0,-626,981
May,12,08:32:19,phc2sys[37154]:,133,-493,1000
May,12,08:32:20,phc2sys[37154]:,227,-359,1055
May,12,08:32:21,phc2sys[37154]:,120,-398,1037
May,12,08:32:22,phc2sys[37154]:,76,-406,1037
May,12,08:32:23,phc2sys[37154]:,2,-457,1018
May,12,08:32:24,phc2sys[37154]:,-68,-527,1055
May,12,08:32:25,phc2sys[37154]:,-83,-562,1037
