Month, Day, Time, Unit, Offset, Freq, Delay
May,12,14:17:20,phc2sys[73612]:,9,-1268,1037
May,12,14:17:36,phc2sys[73632]:,-1072329,-1268,1055
May,12,14:17:37,phc2sys[73632]:,-1116767,-45702,1055
May,12,14:17:38,phc2sys[73632]:,4248,-41454,1055
May,12,14:17:39,phc2sys[73632]:,15143,-29285,981
May,12,14:17:40,phc2sys[73632]:,31410,-8475,981
May,12,14:17:41,phc2sys[73632]:,36145,+5683,982
May,12,14:17:42,phc2sys[73632]:,29161,+9542,982
May,12,14:17:43,phc2sys[73632]:,19073,+8203,982
May,12,14:17:44,phc2sys[73632]:,13758,+8610,1037
May,12,14:17:45,phc2sys[73632]:,120437,+119416,1018
May,12,14:17:46,phc2sys[73632]:,1051805,+1086915,1037
May,12,14:17:47,phc2sys[73632]:,659355,+1010007,1036
May,12,14:17:48,phc2sys[73632]:,-228719,+319739,1036
May,12,14:17:49,phc2sys[73632]:,-746140,-266298,1036
May,12,14:17:50,phc2sys[73632]:,-749253,-493253,1038
May,12,14:17:51,phc2sys[73632]:,-468112,-436887,1037
May,12,14:17:52,phc2sys[73632]:,-153884,-263093,1037
May,12,14:17:53,phc2sys[73632]:,59471,-95903,1038
May,12,14:17:54,phc2sys[73632]:,152513,+14980,1037
May,12,14:17:55,phc2sys[73632]:,150255,+58476,1037
May,12,14:17:56,phc2sys[73632]:,106276,+59573,1037
May,12,14:17:57,phc2sys[73632]:,53170,+38350,1037
May,12,14:17:58,phc2sys[73632]:,20198,+21329,1037
May,12,14:17:59,phc2sys[73632]:,2425,+9616,1037
May,12,14:18:00,phc2sys[73632]:,-6129,+1789,981
May,12,14:18:01,phc2sys[73632]:,-8221,-2142,981
May,12,14:18:02,phc2sys[73632]:,-7403,-3790,982
May,12,14:18:03,phc2sys[73632]:,-5355,-3963,981
May,12,14:18:04,phc2sys[73632]:,-3079,-3293,981
May,12,14:18:05,phc2sys[73632]:,-1400,-2538,1037
May,12,14:18:06,phc2sys[73632]:,-423,-1981,1037
May,12,14:18:07,phc2sys[73632]:,205,-1480,1037
May,12,14:18:08,phc2sys[73632]:,320,-1303,1037
May,12,14:18:09,phc2sys[73632]:,209,-1318,1037
May,12,14:18:10,phc2sys[73632]:,-46,-1511,1037
May,12,14:18:11,phc2sys[73632]:,-308,-1786,1037
May,12,14:18:12,phc2sys[73632]:,-154,-1725,1037
May,12,14:18:13,phc2sys[73632]:,17,-1600,1018
May,12,14:18:14,phc2sys[73632]:,356,-1256,1037
May,12,14:18:15,phc2sys[73632]:,318,-1187,1038
May,12,14:18:16,phc2sys[73632]:,155,-1255,1037
May,12,14:18:17,phc2sys[73632]:,94,-1269,981
May,12,14:18:18,phc2sys[73632]:,-132,-1467,981
May,12,14:18:19,phc2sys[73632]:,-184,-1559,982
May,12,14:18:20,phc2sys[73632]:,-156,-1586,1000
May,12,14:18:21,phc2sys[73632]:,-133,-1610,982
May,12,14:18:22,phc2sys[73632]:,-4,-1521,1037
May,12,14:18:23,phc2sys[73632]:,-27,-1545,1037
May,12,14:18:24,phc2sys[73632]:,85,-1441,1037
May,12,14:18:25,phc2sys[73632]:,128,-1372,1037
May,12,14:18:26,phc2sys[73632]:,94,-1368,1037
May,12,14:18:27,phc2sys[73632]:,39,-1395,1037
May,12,14:18:28,phc2sys[73632]:,-75,-1497,1037
May,12,14:18:29,phc2sys[73632]:,-20,-1465,1037
May,12,14:18:30,phc2sys[73632]:,-12,-1463,1037
May,12,14:18:31,phc2sys[73632]:,41,-1413,1037
May,12,14:18:32,phc2sys[73632]:,17,-1425,1037
May,12,14:18:33,phc2sys[73632]:,44,-1393,1037
May,12,14:18:34,phc2sys[73632]:,-52,-1476,1037
May,12,14:18:35,phc2sys[73632]:,13,-1426,1037
May,12,14:18:36,phc2sys[73632]:,9,-1426,1037
May,12,14:18:37,phc2sys[73632]:,65,-1368,1037
May,12,14:18:38,phc2sys[73632]:,-19,-1432,1037
May,12,14:18:39,phc2sys[73632]:,-61,-1480,1037
May,12,14:18:40,phc2sys[73632]:,28,-1409,1037
May,12,14:18:41,phc2sys[73632]:,54,-1375,1037
May,12,14:18:42,phc2sys[73632]:,-53,-1465,1037
May,12,14:18:43,phc2sys[73632]:,11,-1417,1037
May,12,14:18:44,phc2sys[73632]:,-42,-1467,1037
May,12,14:18:45,phc2sys[73632]:,-1,-1439,1037
May,12,14:18:46,phc2sys[73632]:,11,-1427,1037
May,12,14:18:47,phc2sys[73632]:,19,-1416,1037
May,12,14:18:48,phc2sys[73632]:,44,-1385,1037
May,12,14:18:49,phc2sys[73632]:,-12,-1428,1037
May,12,14:18:50,phc2sys[73632]:,-70,-1489,1037
May,12,14:18:51,phc2sys[73632]:,52,-1388,1037
May,12,14:18:52,phc2sys[73632]:,47,-1378,1037
May,12,14:18:53,phc2sys[73632]:,-19,-1430,1037
May,12,14:18:54,phc2sys[73632]:,-8,-1424,1037
May,12,14:18:55,phc2sys[73632]:,-34,-1453,1037
May,12,14:18:56,phc2sys[73632]:,-36,-1465,1037
May,12,14:18:57,phc2sys[73632]:,39,-1401,1037
May,12,14:18:58,phc2sys[73632]:,58,-1370,1037
May,12,14:18:59,phc2sys[73632]:,-17,-1428,1037
May,12,14:19:00,phc2sys[73632]:,42,-1374,1037
May,12,14:19:01,phc2sys[73632]:,21,-1382,1037
May,12,14:19:02,phc2sys[73632]:,-45,-1442,1037
May,12,14:19:03,phc2sys[73632]:,-24,-1434,1037
May,12,14:19:04,phc2sys[73632]:,38,-1380,1037
May,12,14:19:05,phc2sys[73632]:,10,-1396,1037
May,12,14:19:06,phc2sys[73632]:,-55,-1458,1037
May,12,14:19:07,phc2sys[73632]:,-9,-1429,1037
May,12,14:19:08,phc2sys[73632]:,-63,-1485,1037
May,12,14:19:09,phc2sys[73632]:,-42,-1483,1055
May,12,14:19:10,phc2sys[73632]:,18,-1436,1037
May,12,14:19:11,phc2sys[73632]:,16,-1432,1037
May,12,14:19:12,phc2sys[73632]:,-10,-1454,1037
May,12,14:19:13,phc2sys[73632]:,-24,-1471,1037
May,12,14:19:14,phc2sys[73632]:,261,-1193,1038
May,12,14:19:15,phc2sys[73632]:,331,-1045,1037
May,12,14:19:16,phc2sys[73632]:,143,-1133,1055
May,12,14:19:17,phc2sys[73632]:,-129,-1362,1037
May,12,14:19:18,phc2sys[73632]:,-333,-1605,1037
May,12,14:19:19,phc2sys[73632]:,-236,-1608,1055
May,12,14:19:20,phc2sys[73632]:,-114,-1557,1037
May,12,14:19:21,phc2sys[73632]:,-27,-1504,1037
May,12,14:19:22,phc2sys[73632]:,-11,-1496,1037
May,12,14:19:23,phc2sys[73632]:,51,-1437,1037
May,12,14:19:24,phc2sys[73632]:,19,-1454,1037
May,12,14:19:25,phc2sys[73632]:,56,-1411,1037
May,12,14:19:26,phc2sys[73632]:,21,-1430,1037
May,12,14:19:27,phc2sys[73632]:,40,-1404,1018
May,12,14:19:28,phc2sys[73632]:,-57,-1489,1037
May,12,14:19:29,phc2sys[73632]:,-36,-1485,1037
May,12,14:19:30,phc2sys[73632]:,-1,-1461,1037
May,12,14:19:31,phc2sys[73632]:,104,-1356,1037
May,12,14:19:32,phc2sys[73632]:,45,-1384,1037
May,12,14:19:33,phc2sys[73632]:,-30,-1446,1037
May,12,14:19:34,phc2sys[73632]:,-11,-1436,1055
May,12,14:19:35,phc2sys[73632]:,11,-1417,1037
May,12,14:19:36,phc2sys[73632]:,0,-1425,1037
May,12,14:19:37,phc2sys[73632]:,-72,-1497,1055
May,12,14:19:38,phc2sys[73632]:,16,-1430,1037
May,12,14:19:39,phc2sys[73632]:,65,-1377,1037
May,12,14:19:40,phc2sys[73632]:,60,-1362,1037
May,12,14:19:41,phc2sys[73632]:,-12,-1416,1037
May,12,14:19:42,phc2sys[73632]:,-48,-1456,1037
May,12,14:19:43,phc2sys[73632]:,32,-1390,1037
May,12,14:19:44,phc2sys[73632]:,-27,-1439,1018
May,12,14:19:45,phc2sys[73632]:,44,-1377,1037
