Month, Day, Time, Unit, Offset, Freq, Delay
May,12,23:44:23,phc2sys[145287]:,155,-1642,1037
May,12,23:44:23,phc2sys[145287]:,146,-1605,1018
May,12,23:44:41,phc2sys[145310]:,-1226489,-1604,1037
May,12,23:44:42,phc2sys[145310]:,-1226733,-1848,1055
May,12,23:44:43,phc2sys[145310]:,27,-1821,1037
May,12,23:44:44,phc2sys[145310]:,7,-1833,1037
May,12,23:44:45,phc2sys[145310]:,40,-1798,1037
May,12,23:44:46,phc2sys[145310]:,48,-1778,1037
May,12,23:44:47,phc2sys[145310]:,62,-1749,1037
May,12,23:44:48,phc2sys[145310]:,92084,+90291,1037
May,12,23:44:49,phc2sys[145310]:,1066781,+1092613,1037
May,12,23:44:50,phc2sys[145310]:,917415,+1263282,1036
May,12,23:44:51,phc2sys[145310]:,-143753,+477338,1017
May,12,23:44:52,phc2sys[145310]:,-1216058,-638093,1037
May,12,23:44:53,phc2sys[145310]:,-952779,-739631,1037
May,12,23:44:54,phc2sys[145310]:,-363470,-436156,1037
May,12,23:44:55,phc2sys[145310]:,34598,-147129,1038
May,12,23:44:56,phc2sys[145310]:,188236,+16889,1037
May,12,23:44:57,phc2sys[145310]:,188772,+73895,1037
May,12,23:44:58,phc2sys[145310]:,129883,+71638,1056
May,12,23:44:59,phc2sys[145310]:,67466,+48186,1037
May,12,23:45:00,phc2sys[145310]:,23450,+24410,1037
May,12,23:45:01,phc2sys[145310]:,-131,+7864,1037
May,12,23:45:02,phc2sys[145310]:,-8999,-1044,1037
May,12,23:45:03,phc2sys[145310]:,-9716,-4460,1037
May,12,23:45:04,phc2sys[145310]:,-7217,-4876,1037
May,12,23:45:05,phc2sys[145310]:,-4403,-4227,1037
May,12,23:45:06,phc2sys[145310]:,-2238,-3383,1037
May,12,23:45:07,phc2sys[145310]:,-855,-2671,1037
May,12,23:45:08,phc2sys[145310]:,-62,-2135,1037
May,12,23:45:09,phc2sys[145310]:,175,-1917,1037
May,12,23:45:10,phc2sys[145310]:,260,-1779,1037
May,12,23:45:11,phc2sys[145310]:,233,-1728,1037
May,12,23:45:12,phc2sys[145310]:,223,-1668,1037
May,12,23:45:13,phc2sys[145310]:,216,-1608,1037
May,12,23:45:14,phc2sys[145310]:,209,-1550,1037
May,12,23:45:15,phc2sys[145310]:,86,-1611,1037
May,12,23:45:16,phc2sys[145310]:,25,-1646,1055
May,12,23:45:17,phc2sys[145310]:,-112,-1775,1055
May,12,23:45:18,phc2sys[145310]:,-70,-1767,1037
May,12,23:45:19,phc2sys[145310]:,-43,-1761,1037
May,12,23:45:20,phc2sys[145310]:,-135,-1866,1037
May,12,23:45:21,phc2sys[145310]:,-26,-1797,1055
May,12,23:45:22,phc2sys[145310]:,-37,-1816,1055
May,12,23:45:23,phc2sys[145310]:,-43,-1833,1037
May,12,23:45:24,phc2sys[145310]:,22,-1781,1037
May,12,23:45:25,phc2sys[145310]:,22,-1775,1037
May,12,23:45:26,phc2sys[145310]:,70,-1720,1037
May,12,23:45:27,phc2sys[145310]:,31,-1738,1037
May,12,23:45:28,phc2sys[145310]:,-41,-1801,1038
May,12,23:45:29,phc2sys[145310]:,-80,-1852,1037
May,12,23:45:30,phc2sys[145310]:,-6,-1802,1037
May,12,23:45:31,phc2sys[145310]:,60,-1738,1055
May,12,23:45:32,phc2sys[145310]:,84,-1696,1037
May,12,23:45:33,phc2sys[145310]:,-8,-1763,1055
May,12,23:45:34,phc2sys[145310]:,-9,-1766,1037
May,12,23:45:35,phc2sys[145310]:,-61,-1821,1037
May,12,23:45:36,phc2sys[145310]:,-1,-1779,1037
May,12,23:45:37,phc2sys[145310]:,-10,-1788,1037
May,12,23:45:38,phc2sys[145310]:,68,-1713,1037
May,12,23:45:39,phc2sys[145310]:,-63,-1824,1055
May,12,23:45:40,phc2sys[145310]:,-44,-1824,1037
May,12,23:45:41,phc2sys[145310]:,57,-1736,1037
May,12,23:45:42,phc2sys[145310]:,3,-1773,1037
May,12,23:45:43,phc2sys[145310]:,21,-1754,1037
May,12,23:45:44,phc2sys[145310]:,35,-1734,1037
May,12,23:45:45,phc2sys[145310]:,47,-1711,1037
May,12,23:45:46,phc2sys[145310]:,-86,-1830,1037
May,12,23:45:47,phc2sys[145310]:,-56,-1826,1037
May,12,23:45:48,phc2sys[145310]:,-22,-1809,1037
May,12,23:45:49,phc2sys[145310]:,40,-1753,1055
May,12,23:45:50,phc2sys[145310]:,70,-1711,1037
May,12,23:45:51,phc2sys[145310]:,-29,-1789,1055
May,12,23:45:52,phc2sys[145310]:,15,-1754,1037
May,12,23:45:53,phc2sys[145310]:,-19,-1784,1037
May,12,23:45:54,phc2sys[145310]:,26,-1744,1037
May,12,23:45:55,phc2sys[145310]:,-8,-1770,1037
