Month, Day, Time, Unit, Offset, Freq, Path_Delay
May,13,08:25:58,ptp4l[145309]:,-156,-46856,16940
May,13,08:26:09,ptp4l[181184]:,-1454153,-46856,16940
May,13,08:26:10,ptp4l[181184]:,-1577249,-46856,16940
May,13,08:26:11,ptp4l[181184]:,-1551084,-46856,16940
May,13,08:26:12,ptp4l[181184]:,-1487904,-95322,16940
May,13,08:26:13,ptp4l[181184]:,103806,+101625,16941
May,13,08:26:14,ptp4l[181184]:,-8184,+4223,16941
May,13,08:26:15,ptp4l[181184]:,-39386,-40327,16941
May,13,08:26:16,ptp4l[181184]:,-36931,-55606,16940
May,13,08:26:17,ptp4l[181184]:,-25128,-57554,16940
May,13,08:26:18,ptp4l[181184]:,-14033,-54871,16940
May,13,08:26:19,ptp4l[181184]:,-6535,-51666,16940
May,13,08:26:20,ptp4l[181184]:,-2285,-49201,16940
May,13,08:26:21,ptp4l[181184]:,-350,-47744,16940
May,13,08:26:22,ptp4l[181184]:,394096,+346808,16940
May,13,08:26:23,ptp4l[181184]:,934022,+1083424,16940
May,13,08:26:24,ptp4l[181184]:,203500,+819858,16940
May,13,08:26:25,ptp4l[181184]:,-652174,-32368,16940
May,13,08:26:26,ptp4l[181184]:,-775594,-617086,16940
May,13,08:26:27,ptp4l[181184]:,-317624,-413446,16940
May,13,08:26:28,ptp4l[181184]:,-30545,-187990,16940
May,13,08:26:29,ptp4l[181184]:,64727,-77999,16940
May,13,08:26:30,ptp4l[181184]:,73790,-35745,16938
May,13,08:26:31,ptp4l[181184]:,54281,-26544,16935
May,13,08:26:32,ptp4l[181184]:,32067,-30028,16935
May,13,08:26:33,ptp4l[181184]:,15846,-36161,16933
May,13,08:26:34,ptp4l[181184]:,6205,-41299,16935
May,13,08:26:35,ptp4l[181184]:,1489,-44536,16938
May,13,08:26:36,ptp4l[181184]:,-388,-46297,16940
May,13,08:26:37,ptp4l[181184]:,-843,-47057,16938
May,13,08:26:38,ptp4l[181184]:,-683,-47265,16935
May,13,08:26:39,ptp4l[181184]:,-340,-47165,16937
May,13,08:26:40,ptp4l[181184]:,-81,-46991,16940
May,13,08:26:41,ptp4l[181184]:,15,-46899,16940
May,13,08:26:42,ptp4l[181184]:,7,-46893,16940
