Timestamp, Temp, CPU_Usage
2024-05-12 08:31:30, 40.6, 0%
2024-05-12 08:32:00, 40.6, 0%
2024-05-12 08:32:30, 41.1, 33.3%
2024-05-12 08:33:00, 40.6, 0%
2024-05-12 08:33:30, 40.6, 33.3%
2024-05-12 08:34:00, 40.6, 25%
2024-05-12 08:34:30, 40.6, 0%
2024-05-12 08:35:00, 40.0, 33.3%
2024-05-12 08:35:30, 39.5, 33.3%
2024-05-12 08:36:00, 40.0, 33.3%
2024-05-12 08:36:30, 40.0, 33.3%
2024-05-12 08:37:00, 40.6, 0%
2024-05-12 08:37:30, 40.0, 0%
2024-05-12 08:38:00, 39.5, 0%
2024-05-12 08:38:30, 40.0, 33.3%
2024-05-12 08:39:00, 40.0, 33.3%
2024-05-12 08:39:30, 39.5, 33.3%
2024-05-12 08:40:00, 39.5, 33.3%
2024-05-12 08:40:30, 40.0, 0%
2024-05-12 08:41:00, 41.1, 0%
2024-05-12 08:41:30, 41.1, 0%
2024-05-12 08:42:00, 40.0, 33.3%
2024-05-12 08:42:31, 40.6, 25%
2024-05-12 08:43:00, 41.7, 33.3%
2024-05-12 08:43:30, 41.7, 33.3%
2024-05-12 08:44:00, 41.1, 33.3%
2024-05-12 08:44:30, 41.7, 33.3%
2024-05-12 08:45:00, 42.2, 0%
2024-05-12 08:45:30, 41.1, 0%
2024-05-12 08:46:00, 42.2, 25%
2024-05-12 08:46:30, 41.7, 33.3%
2024-05-12 08:47:00, 42.2, 33.3%
2024-05-12 08:47:30, 42.2, 0%
2024-05-12 08:48:00, 42.2, 33.3%
2024-05-12 08:48:30, 42.8, 33.3%
2024-05-12 08:49:00, 43.3, 33.3%
2024-05-12 08:49:30, 42.2, 0%
2024-05-12 08:50:00, 42.8, 33.3%
2024-05-12 08:50:30, 42.2, 25%
2024-05-12 08:51:00, 43.3, 0%
2024-05-12 08:51:30, 43.3, 0%
2024-05-12 08:52:00, 42.2, 25%
2024-05-12 08:52:30, 43.3, 0%
2024-05-12 08:53:00, 42.8, 50%
2024-05-12 08:53:30, 43.3, 0%
2024-05-12 08:54:00, 44.4, 50%
2024-05-12 08:54:30, 43.3, 0%
2024-05-12 08:55:00, 43.9, 0%
2024-05-12 08:55:30, 43.9, 33.3%
2024-05-12 08:56:00, 43.9, 50%
2024-05-12 08:56:30, 43.9, 33.3%
2024-05-12 08:57:00, 43.9, 0%
2024-05-12 08:57:30, 43.9, 0%
2024-05-12 08:58:00, 43.9, 33.3%
2024-05-12 08:58:30, 43.9, 0%
2024-05-12 08:59:00, 43.9, 0%
2024-05-12 08:59:30, 44.4, 0%
2024-05-12 09:00:00, 44.4, 33.3%
2024-05-12 09:00:30, 43.9, 0%
2024-05-12 09:01:00, 44.4, 0%
2024-05-12 09:01:30, 43.9, 0%
2024-05-12 09:02:00, 44.4, 33.3%
2024-05-12 09:02:30, 44.4, 33.3%
2024-05-12 09:03:00, 43.9, 50%
2024-05-12 09:03:30, 43.3, 0%
2024-05-12 09:04:00, 43.3, 33.3%
2024-05-12 09:04:30, 42.8, 25%
2024-05-12 09:05:00, 43.9, 0%
2024-05-12 09:05:30, 43.3, 0%
2024-05-12 09:06:00, 44.4, 33.3%
2024-05-12 09:06:30, 43.9, 33.3%
2024-05-12 09:07:00, 43.9, 0%
2024-05-12 09:07:30, 43.9, 0%
2024-05-12 09:08:00, 43.9, 33.3%
2024-05-12 09:08:30, 42.8, 33.3%
2024-05-12 09:09:00, 44.4, 0%
2024-05-12 09:09:30, 43.9, 33.3%
2024-05-12 09:10:00, 43.9, 50%
2024-05-12 09:10:30, 43.9, 50%
2024-05-12 09:11:00, 43.3, 0%
2024-05-12 09:11:30, 43.9, 0%
2024-05-12 09:12:00, 43.3, 33.3%
2024-05-12 09:12:30, 42.8, 33.3%
2024-05-12 09:13:00, 43.3, 50%
2024-05-12 09:13:30, 42.8, 33.3%
2024-05-12 09:14:00, 43.3, 33.3%
2024-05-12 09:14:30, 42.8, 33.3%
2024-05-12 09:15:00, 43.3, 0%
2024-05-12 09:15:30, 42.2, 33.3%
2024-05-12 09:16:00, 43.3, 0%
2024-05-12 09:16:30, 43.3, 33.3%
2024-05-12 09:17:00, 43.3, 50%
2024-05-12 09:17:30, 43.9, 33.3%
2024-05-12 09:18:00, 43.9, 33.3%
2024-05-12 09:18:30, 43.9, 33.3%
2024-05-12 09:19:00, 44.4, 0%
2024-05-12 09:19:30, 43.9, 33.3%
2024-05-12 09:20:00, 43.9, 25%
2024-05-12 09:20:30, 43.9, 33.3%
2024-05-12 09:21:00, 43.9, 0%
2024-05-12 09:21:30, 43.9, 0%
2024-05-12 09:22:00, 43.3, 0%
2024-05-12 09:22:30, 42.8, 0%
2024-05-12 09:23:00, 43.3, 33.3%
2024-05-12 09:23:30, 43.9, 33.3%
2024-05-12 09:24:00, 43.3, 0%
2024-05-12 09:24:30, 43.3, 0%
2024-05-12 09:25:00, 43.9, 0%
2024-05-12 09:25:30, 43.3, 25%
2024-05-12 09:26:00, 43.9, 0%
2024-05-12 09:26:30, 43.3, 33.3%
2024-05-12 09:27:00, 43.3, 0%
2024-05-12 09:27:30, 43.3, 33.3%
2024-05-12 09:28:00, 42.8, 33.3%
2024-05-12 09:28:30, 43.9, 33.3%
2024-05-12 09:29:00, 43.9, 0%
2024-05-12 09:29:30, 44.4, 0%
2024-05-12 09:30:00, 44.4, 50%
2024-05-12 09:30:30, 43.9, 33.3%
2024-05-12 09:31:00, 43.9, 33.3%
2024-05-12 09:31:30, 43.9, 0%
2024-05-12 09:32:00, 43.9, 0%
2024-05-12 09:32:30, 43.9, 33.3%
2024-05-12 09:33:00, 43.9, 33.3%
2024-05-12 09:33:30, 43.9, 50%
2024-05-12 09:34:00, 43.9, 33.3%
2024-05-12 09:34:30, 43.3, 33.3%
2024-05-12 09:35:00, 43.9, 33.3%
2024-05-12 09:35:30, 43.9, 33.3%
2024-05-12 09:36:00, 44.4, 33.3%
