Month, Day, Time, Unit, Offset, Freq, Delay
May,10,21:28:12,phc2sys[1205]:,-355,-2742,1037
May,10,21:28:12,phc2sys[1205]:,-511,-3005,1055
May,10,21:28:30,phc2sys[1218]:,-19768,-3004,1037
May,10,21:28:31,phc2sys[1218]:,-54266,-37498,1037
May,10,21:28:32,phc2sys[1218]:,-15748,-53246,1037
May,10,21:28:33,phc2sys[1218]:,-4939,-47162,1055
May,10,21:28:34,phc2sys[1218]:,14278,-29426,1037
May,10,21:28:35,phc2sys[1218]:,28568,-10853,1037
May,10,21:28:36,phc2sys[1218]:,32990,+2139,1037
May,10,21:28:37,phc2sys[1218]:,29004,+8050,1037
May,10,21:28:38,phc2sys[1218]:,28891,+16639,1037
May,10,21:28:39,phc2sys[1218]:,164876,+161291,1037
May,10,21:28:40,phc2sys[1218]:,130477,+176355,1037
May,10,21:28:41,phc2sys[1218]:,-10261,+74760,1055
May,10,21:28:42,phc2sys[1218]:,-110950,-29008,1037
May,10,21:28:43,phc2sys[1218]:,-126861,-78204,1037
May,10,21:28:44,phc2sys[1218]:,-87611,-77012,1037
May,10,21:28:45,phc2sys[1218]:,-35591,-51275,1037
May,10,21:28:46,phc2sys[1218]:,3161,-23200,1037
May,10,21:28:47,phc2sys[1218]:,21845,-3568,1037
May,10,21:28:48,phc2sys[1218]:,24351,+5491,1037
May,10,21:28:49,phc2sys[1218]:,19134,+7580,1055
May,10,21:28:50,phc2sys[1218]:,11345,+5531,1037
May,10,21:28:51,phc2sys[1218]:,5042,+2631,1037
May,10,21:28:52,phc2sys[1218]:,655,-243,1037
May,10,21:28:53,phc2sys[1218]:,-1268,-1970,1037
May,10,21:28:54,phc2sys[1218]:,-1575,-2657,1055
May,10,21:28:55,phc2sys[1218]:,-1218,-2772,1037
May,10,21:28:56,phc2sys[1218]:,-708,-2628,1037
May,10,21:28:57,phc2sys[1218]:,-353,-2485,1037
May,10,21:28:58,phc2sys[1218]:,-127,-2365,1037
May,10,21:28:59,phc2sys[1218]:,-81,-2357,1037
May,10,21:29:00,phc2sys[1218]:,4,-2297,1037
May,10,21:29:01,phc2sys[1218]:,16,-2283,1037
May,10,21:29:02,phc2sys[1218]:,-44,-2339,1055
May,10,21:29:03,phc2sys[1218]:,-70,-2378,1037
May,10,21:29:04,phc2sys[1218]:,-5,-2334,1055
May,10,21:29:05,phc2sys[1218]:,-40,-2370,981
May,10,21:29:06,phc2sys[1218]:,-3,-2345,1000
May,10,21:29:07,phc2sys[1218]:,-6,-2349,1000
May,10,21:29:08,phc2sys[1218]:,-5,-2350,982
May,10,21:29:09,phc2sys[1218]:,-17,-2363,982
May,10,21:29:10,phc2sys[1218]:,-73,-2425,1055
May,10,21:29:11,phc2sys[1218]:,-147,-2520,1055
May,10,21:29:12,phc2sys[1218]:,-68,-2486,1055
May,10,21:29:13,phc2sys[1218]:,-88,-2526,1037
May,10,21:29:14,phc2sys[1218]:,-39,-2503,1037
May,10,21:29:15,phc2sys[1218]:,35,-2441,1037
May,10,21:29:16,phc2sys[1218]:,-23,-2489,1037
May,10,21:29:17,phc2sys[1218]:,47,-2425,1037
May,10,21:29:18,phc2sys[1218]:,43,-2415,1055
May,10,21:29:19,phc2sys[1218]:,122,-2323,1055
May,10,21:29:20,phc2sys[1218]:,75,-2334,1037
May,10,21:29:21,phc2sys[1218]:,23,-2363,1038
May,10,21:29:22,phc2sys[1218]:,42,-2337,1055
May,10,21:29:23,phc2sys[1218]:,39,-2328,1037
May,10,21:29:24,phc2sys[1218]:,-81,-2436,1055
May,10,21:29:25,phc2sys[1218]:,-72,-2451,1037
May,10,21:29:26,phc2sys[1218]:,19,-2382,1055
May,10,21:29:27,phc2sys[1218]:,-7,-2402,1037
May,10,21:29:28,phc2sys[1218]:,-88,-2485,1037
May,10,21:29:29,phc2sys[1218]:,-137,-2561,1055
May,10,21:29:30,phc2sys[1218]:,-83,-2548,1037
May,10,21:29:31,phc2sys[1218]:,-81,-2571,1037
May,10,21:29:32,phc2sys[1218]:,21,-2493,1037
May,10,21:29:33,phc2sys[1218]:,130,-2378,1055
May,10,21:29:34,phc2sys[1218]:,158,-2311,1037
May,10,21:29:35,phc2sys[1218]:,142,-2279,1037
May,10,21:29:36,phc2sys[1218]:,87,-2292,1037
May,10,21:29:37,phc2sys[1218]:,53,-2300,1056
May,10,21:29:38,phc2sys[1218]:,-33,-2370,1055
May,10,21:29:39,phc2sys[1218]:,-40,-2387,1037
May,10,21:29:40,phc2sys[1218]:,-45,-2404,1037
May,10,21:29:41,phc2sys[1218]:,-55,-2427,1037
May,10,21:29:42,phc2sys[1218]:,-7,-2396,1037
May,10,21:29:43,phc2sys[1218]:,23,-2368,1037
May,10,21:29:44,phc2sys[1218]:,32,-2352,1037
May,10,21:29:45,phc2sys[1218]:,-9,-2383,1037
May,10,21:29:46,phc2sys[1218]:,-40,-2417,1037
May,10,21:29:47,phc2sys[1218]:,-9,-2398,1037
May,10,21:29:48,phc2sys[1218]:,1,-2391,1037
May,10,21:29:49,phc2sys[1218]:,-8,-2399,1037
May,10,21:29:50,phc2sys[1218]:,44,-2350,1055
May,10,21:29:51,phc2sys[1218]:,28,-2353,1055
May,10,21:29:52,phc2sys[1218]:,-8,-2380,1037
May,10,21:29:53,phc2sys[1218]:,0,-2375,1037
May,10,21:29:54,phc2sys[1218]:,30,-2345,1055
May,10,21:29:55,phc2sys[1218]:,33,-2333,1037
May,10,21:29:56,phc2sys[1218]:,-20,-2376,1037
May,10,21:29:57,phc2sys[1218]:,-7,-2369,1037
May,10,21:29:58,phc2sys[1218]:,33,-2331,1055
May,10,21:29:59,phc2sys[1218]:,-53,-2407,1037
May,10,21:30:00,phc2sys[1218]:,9,-2361,1037
May,10,21:30:01,phc2sys[1218]:,78,-2289,1037
May,10,21:30:02,phc2sys[1218]:,9,-2335,1037
May,10,21:30:03,phc2sys[1218]:,28,-2313,1037
May,10,21:30:04,phc2sys[1218]:,10,-2323,1037
May,10,21:30:05,phc2sys[1218]:,-26,-2356,1037
May,10,21:30:06,phc2sys[1218]:,-38,-2375,1056
May,10,21:30:07,phc2sys[1218]:,-15,-2364,1037
May,10,21:30:08,phc2sys[1218]:,39,-2314,1037
May,10,21:30:09,phc2sys[1218]:,44,-2298,1037
May,10,21:30:10,phc2sys[1218]:,33,-2295,1037
May,10,21:30:11,phc2sys[1218]:,-17,-2336,1055
May,10,21:30:12,phc2sys[1218]:,-12,-2336,1018
May,10,21:30:13,phc2sys[1218]:,-19,-2346,1056
May,10,21:30:14,phc2sys[1218]:,23,-2310,1037
May,10,21:30:15,phc2sys[1218]:,-21,-2347,1037
May,10,21:30:16,phc2sys[1218]:,-29,-2361,1037
May,10,21:30:17,phc2sys[1218]:,34,-2307,1055
May,10,21:30:18,phc2sys[1218]:,36,-2295,1037
May,10,21:30:19,phc2sys[1218]:,-62,-2382,1037
May,10,21:30:20,phc2sys[1218]:,-11,-2350,1037
May,10,21:30:21,phc2sys[1218]:,66,-2276,1037
